store_name,city,latitude,longitude,review_count,price_level,primary_category,target_rating,target_is_successful,median_income,pop_density_sqkm,pct_age_20_39
Din Tai Fung 鼎泰豐,Vancouver,49.28562,-123.124798,356,3,Dim Sum,4.4,1,45241.79,19012.31,48.54
Fantastico Pizza 2001,Vancouver,49.284057261538024,-123.1136320546639,63,1,Pizza,4.1,1,48133.33,13099.21,51.62
MR MIKES,Coquitlam,49.27726890000161,-122.79442574110844,95,2,Steakhouses,3.3,0,36357.14,6786.72,29.28
Chào Mámi,Burnaby,49.2808832078838,-123.014717570458,213,2,Vietnamese,4.0,1,41385.71,5259.68,27.72
Canffle,Vancouver,49.2322894,-123.0268249,76,2,Waffles,4.2,1,35844.44,7305.27,36.32
Spice World Hotpot Restaurant,Richmond,49.1778510035881,-123.12732142157,25,2,Hot Pot,3.8,0,31555.56,5480.9,38.92
Nemesis Coffee,Vancouver,49.28281595985871,-123.11027107703038,421,2,Cafes,4.4,1,47059.26,11555.62,51.66
Cup Full Dessert Cafe,Coquitlam,49.28083,-122.79272,27,1,Desserts,3.7,0,36905.88,5750.39,28.53
El Santo,New Westminster,49.2022405,-122.9093807,282,2,Mexican,3.7,0,45640.0,11793.24,41.43
Tenen,Burnaby,49.21549,-122.98895,88,2,Barbeque,4.2,1,36470.0,4799.3,36.08
Hanwoori Korean Restaurant,Burnaby,49.22153,-122.9806,139,2,Korean,3.4,0,35370.0,5452.68,37.24
Manoush'eh,Vancouver,49.276653,-123.125728,275,1,Lebanese,4.8,1,49743.33,22818.21,47.47
Vesta Grill,Coquitlam,49.2774881,-122.7930624,22,2,Barbeque,4.3,1,36357.14,6786.72,29.28
Oceans 999,Vancouver,49.2881297,-123.1148699,48,3,Canadian (New),3.5,0,45740.0,9547.9,47.5
Kin Thai Kitchen & Bar,Surrey,49.0466759494366,-122.77521704598,49,2,Thai,3.5,0,43200.0,4139.23,27.12
The Fish Counter,Vancouver,49.250774041930285,-123.1012792,394,2,Fish & Chips,4.4,1,49648.72,6693.66,35.05
Frankie's Jazz Club,Vancouver,49.2781593,-123.11342570644008,65,2,Italian,3.9,0,51383.72,17542.82,50.38
Great Dane Coffee,Vancouver,49.2700488028238,-123.250755445288,74,1,Cafes,4.2,1,31440.0,2199.77,41.7
Sooda Korean BBQ,Burnaby,49.2680924,-123.0003773,152,2,Korean,4.1,1,41692.31,6649.43,46.58
Sweet Memory,Richmond,49.1795389,-123.1348249,107,2,Desserts,4.2,1,29750.0,4620.35,43.33
Angelina's,New Westminster,49.200022,-122.91173,403,2,Breakfast & Brunch,3.9,0,45266.67,13328.24,41.04
Neptune Wonton Noodle,Surrey,49.1865774185184,-122.84743837116434,24,2,Noodles,3.3,0,35290.91,7614.22,43.96
Cafe & Life Co,Richmond,49.16367265363718,-123.13465985287418,20,2,Breakfast & Brunch,4.3,1,32012.12,12091.87,29.0
Cactus Club Cafe,Coquitlam,49.23306607674114,-122.85075084472224,191,2,Canadian (New),4.0,1,42628.57,819.42,25.14
Chada Thai Fine Cuisine,Coquitlam,49.27777943404405,-122.794719444731,129,2,Thai,3.5,0,36357.14,6786.72,29.28
The Acorn,Vancouver,49.24958,-123.10143,506,2,Vegan,3.9,0,49358.33,6302.53,33.78
Fable Diner,Vancouver,49.2630749,-123.1019822,359,2,Diners,3.9,0,52830.3,10196.9,49.68
Moodswing Coffee And Bar,New Westminster,49.2022517,-122.9085935,106,2,Coffee & Tea,4.0,1,45640.0,11793.24,41.43
Bánh Mì Très Bon - Richmond,Richmond,49.177852,-123.120688,365,2,Vietnamese,3.8,0,32000.0,5079.18,37.02
Indian Wok,Burnaby,49.2248408,-122.9884673,99,2,Hakka,4.2,1,33826.09,6302.41,39.94
Sushi Yen,New Westminster,49.2038975160565,-122.908591367304,25,1,Sushi Bars,3.8,0,45781.82,10499.6,41.29
Burnaby Mountain Clubhouse,Burnaby,49.265138,-122.943048,62,2,Lounges,4.1,1,40654.55,2766.8,23.87
Showcase Restaurant & Bar,Vancouver,49.2879858,-123.1204414,145,2,Seafood,4.1,1,45356.1,15858.28,47.59
Uncle Lu,Richmond,49.18570262126169,-123.12860998281006,59,2,Taiwanese,3.1,0,32250.0,4056.41,43.68
Homer St. Cafe and Bar,Vancouver,49.27842589023651,-123.11812388962127,404,2,Canadian (New),3.8,0,50040.38,20563.08,50.16
The Gray Olive Cafeteria,Burnaby,49.2807699,-123.01164,246,2,Breakfast & Brunch,4.1,1,40544.0,5347.52,26.59
Liberty Kitchen,Surrey,49.0452889438938,-122.778361737728,40,2,Comfort Food,3.9,0,42577.78,4505.6,24.13
Five Sails Restaurant,Vancouver,49.2880313351364,-123.113292160758,245,4,French,4.4,1,45684.21,9656.4,46.68
Golden Samosa Bakery,Surrey,49.162635078126854,-122.88879025997797,31,1,Indian,4.1,1,34816.67,3835.78,31.73
CHAU Veggie Express,Vancouver,49.2726237,-123.1356235,41,2,Vietnamese,4.2,1,53797.62,13319.17,41.38
Sing Yee Chinese Restaurant,Richmond,49.1849605,-123.1282953,35,2,Seafood,3.5,0,32250.0,4056.41,43.68
Shanghai Dimsum House,Burnaby,49.2294464,-123.0044077,160,2,Dim Sum,4.0,1,33788.89,11655.46,39.43
Ask For Luigi,Vancouver,49.2844485,-123.0976786,591,2,Italian,4.1,1,36635.71,8493.28,37.58
The 515 bar,Vancouver,49.283842,-123.1144244,21,2,Beer Bar,4.7,1,47862.86,13497.99,51.69
Saffron Indian Cuisine,Burnaby,49.2311623,-123.0085405,263,2,Indian,3.8,0,34411.11,8326.47,37.23
Butter Baked Goods & Cafe,Vancouver,49.24213957138887,-123.1704097,108,2,Cafes,3.4,0,41824.0,3566.22,23.26
Sushi California - Surrey,Surrey,49.1893963,-122.7993351,144,2,Japanese,3.9,0,35863.64,6462.05,29.17
Khob Khun Thai Cuisine,Coquitlam,49.249218,-122.858859,134,2,Thai,4.3,1,39311.11,3830.66,27.58
Pizza One,Coquitlam,49.262742,-122.838984,19,2,Pizza,3.3,0,45422.22,2021.37,20.45
Sushi Farm,New Westminster,49.2118195905541,-122.924703396857,14,2,Japanese,4.1,1,41680.0,7965.98,30.02
Gordon Ramsay Steak,Richmond,49.19709365861781,-123.12741703210152,55,4,Steakhouses,3.7,0,36600.0,2368.64,48.51
Nīzu Cafe,Vancouver,49.28529078349641,-123.11634502209048,41,2,Cafes,4.1,1,47255.0,15754.82,50.77
La Taqueria Pinche Taco Shop,Vancouver,49.263617,-123.112593,711,2,Mexican,4.2,1,55803.57,9629.0,43.51
Ay Chihuahua,Surrey,49.0332999,-122.80094,47,2,Mexican,4.1,1,40533.33,6014.68,13.88
Trafiq Cafe & Bakery,Vancouver,49.2474862,-123.1011218,339,2,Cafes,4.4,1,48990.62,6065.56,31.94
MYST Asian Fusion,Burnaby,49.21936313246308,-122.9706842,269,2,Chinese,3.6,0,36843.48,5392.62,33.61
Doppio Zero Pizza,Coquitlam,49.2635549,-122.847654,63,2,Italian,3.6,0,45600.0,2070.32,20.32
The Village Barbeque,Surrey,49.17621,-122.88987,18,1,Barbeque,3.6,0,33847.62,4711.5,34.72
HAAN Korean,Coquitlam,49.27459,-122.79247,76,2,Korean,3.8,0,37022.22,5757.08,32.58
Aka Sushi,Surrey,49.11859,-122.71199,38,2,Sushi Bars,4.0,1,45771.43,4008.06,24.55
Earls Kitchen + Bar,Richmond,49.1762654,-123.1318797,166,2,Canadian (New),3.2,0,29923.08,6256.22,40.66
Rosie's Country Cafe,Surrey,49.056674380316,-122.80853109372926,28,2,Cafes,3.9,0,42400.0,1489.24,17.6
Peaches,Richmond,49.1781063932489,-123.127360152108,25,2,Cantonese,3.5,0,31555.56,5480.9,38.92
Kishimoto Japanese Kitchen,Vancouver,49.2665099,-123.06935,554,3,Japanese,4.4,1,43697.44,7228.75,37.78
Continental Seafood Restaurant,Richmond,49.18391,-123.09426,219,2,Seafood,3.7,0,34960.0,3004.8,25.89
Japadog,Vancouver,49.285942555161974,-123.1123797035985,34,1,Hot Dogs,4.1,1,46775.0,11012.77,50.05
Hakone Sushi Bar,Coquitlam,49.28224,-122.79587,45,2,Sushi Bars,4.2,1,35887.5,6061.08,28.36
Cactus Club Cafe,Vancouver,49.2633734327403,-123.117130327243,176,2,Canadian (New),3.8,0,56474.19,8686.31,38.34
OEB Breakfast Co. - Yaletown,Vancouver,49.273438,-123.119289,1034,2,Breakfast & Brunch,4.3,1,53163.83,19943.68,48.4
Spice of Nepal,Surrey,49.13339,-122.84879,60,2,Himalayan/Nepalese,4.2,1,33814.29,3199.07,30.5
Tokyo In April,Vancouver,49.2806813,-123.1073936,129,2,Japanese,4.4,1,43411.76,12415.09,47.61
Ramen Takanotsume,Richmond,49.1841116494066,-123.133542872965,56,2,Ramen,3.7,0,30866.67,2403.59,49.47
The Samosa House,Surrey,49.162746,-122.866827,93,1,Indian,4.4,1,31236.36,1685.3,36.8
Delta Pizza,Surrey,49.15558,-122.86452,12,2,Pizza,3.9,0,30400.0,854.01,34.56
McDonald's,New Westminster,49.2123616960379,-122.918872872422,20,1,Fast Food,2.5,0,43211.76,6869.19,29.51
STEM Japanese Eatery,Burnaby,49.21497276456137,-122.98816101534425,125,2,Japanese,4.2,1,36630.0,4651.66,35.77
G-men Ramen,Richmond,49.1784915815574,-123.129821190468,351,2,Ramen,3.9,0,31420.0,5609.92,41.27
The Lion's Den Cafe,Vancouver,49.257273,-123.089984,78,1,Breakfast & Brunch,3.8,0,46181.63,8943.99,42.35
LOCAL Public Eatery Gastown,Vancouver,49.2836468,-123.1039495,196,2,Gastropubs,4.3,1,39384.62,10523.52,45.32
Sushi Boss,Coquitlam,49.2986583,-122.7872987,38,2,Sushi Bars,4.0,1,34066.67,4056.3,25.0
Pizza Pizzeria,Burnaby,49.2308488,-122.9058827,49,1,Pizza,4.2,1,45576.47,3671.31,26.05
Jejudo,Burnaby,49.2439366,-122.8942123,59,2,Japanese,3.5,0,37657.14,4514.42,36.63
Sciué Italian Bakery Caffé,Vancouver,49.28691,-123.1224397,25,2,Breakfast & Brunch,3.1,0,45223.53,17323.34,47.68
Pourhouse Restaurant,Vancouver,49.2841134475502,-123.10842879595,606,2,Cocktail Bars,4.0,1,43288.89,10466.33,49.76
Boy With a Knife Grill,Richmond,49.190947,-123.073984,55,2,Burgers,3.6,0,36800.0,1669.2,26.56
Sushi Garden,Burnaby,49.2191,-122.96725,169,2,Japanese,3.4,0,36424.0,5902.92,33.02
JOEY Coquitlam,Coquitlam,49.2457652,-122.89261,221,2,Canadian (New),4.0,1,37546.67,4567.42,36.38
Tokyo Joe Sushi,Richmond,49.172186088951655,-123.1336462733865,248,2,Japanese,3.6,0,29522.22,6411.94,36.6
