store_name,city,latitude,longitude,target_rating,target_is_successful,neighbourhood_name,competitor_count_500m,nearest_transit_distance_m,median_income,pop_density_sqkm,pct_age_20_39
Yugafu Japanese Bistro,Surrey,49.12598822369157,-122.70117985561906,5.0,1,Clayton Heights,2,78.72544595970862,47933.33,5014.93,28.56
Afghan Chopan Restaurant,Surrey,49.147471095003574,-122.86530131592922,3.9,0,Strawberry Hill,5,204.2174178411412,30028.57,1684.04,35.37
Tap Restaurant,Surrey,49.06362140752368,-122.7971484,4.2,1,Morgan Creek,1,291.13119041580427,50618.18,3231.69,23.25
Sabai Thai Restaurant,Surrey,49.1909867,-122.8065349,4.0,1,Johnston Heights,2,3.4867025411144517,35350.0,7115.56,29.37
The Wooden Spoon,Surrey,49.0294179487087,-122.801852221983,4.3,1,Uptown,2,85.23034681668656,41834.48,6012.36,14.19
Seoul Grill House,Surrey,49.18662844935571,-122.80218576441264,3.4,0,Johnston Heights,8,113.001469366801,36113.04,6494.28,28.84
Maruhachi Ra-men,Surrey,49.167891,-122.800795,4.7,1,Fleetwood,0,54.72041953461875,35188.24,3853.44,28.87
Dragon Village Restaurant,Surrey,49.10558,-122.73478,4.3,1,Surrey Centre,7,119.36714970590975,41200.0,2752.94,28.74
Naka Bistro Lao & Thai Cuisine,Surrey,49.10744188764369,-122.66607764287042,4.6,1,,2,53.8790496599254,42400.0,3395.49,34.86
Ruby Siam Thai Kitchen,Surrey,49.1064009,-122.7352826,4.3,1,Surrey Centre,7,123.16091645412271,41200.0,2752.94,28.74
Yory Korean Cuisine,Surrey,49.1569241,-122.7809906,4.4,1,Fleetwood,5,147.52529351705658,37631.58,5439.46,25.09
Dragon Wok,Surrey,49.134925,-122.843366,5.0,1,Newton,12,162.97903306685276,35353.85,3617.48,28.82
Chuihong,Surrey,49.19184,-122.78787,4.2,1,Fraser Heights,0,93.27859509324622,37876.92,4169.18,29.39
Ato Sushi Bar Kitchen,Surrey,49.1029789,-122.8008651,4.6,1,Sullivan,5,71.71158433800372,45920.0,2586.73,27.99
Ruex Cafe & Bar,Surrey,49.1808237,-122.8448423,4.1,1,City Centre,3,43.83693548297802,35437.5,6048.78,41.39
Katsu San,Surrey,49.19849367001739,-122.77940131605068,4.8,1,Fraser Heights,0,43.81579337944529,36661.54,2942.56,24.95
Golden Samosa Bakery,Surrey,49.15395,-122.86205,4.3,1,Strawberry Hill,2,391.83799735887754,31440.0,1742.33,34.24
Chopsticks On Pho,Surrey,49.1044634,-122.7986729,3.8,0,Sullivan,5,88.47096150956462,47100.0,4730.17,27.24
Taste of Himalayas,Surrey,49.13204,-122.83918,4.4,1,Newton,4,49.73973994454252,34733.33,4983.48,29.39
Captain's Oven Pizza,Surrey,49.17799334576209,-122.84283366137696,4.7,1,City Centre,3,120.0859533747834,35000.0,6355.76,40.52
Palmyra Mediterranean Grill,Surrey,49.1860231,-122.800806,4.1,1,Johnston Heights,8,46.074694358319405,36490.0,6240.88,27.84
Hiroshi Ramen,Surrey,49.11508,-122.68186,4.5,1,Cloverdale,3,79.11736920366988,46033.33,2661.51,31.9
Bandra Cafe,Surrey,49.13632358752905,-122.8899743625656,4.4,1,Strawberry Hill,4,52.47413385449293,33126.32,4988.15,32.42
Ken's Cafe,Surrey,49.105785,-122.735295,4.7,1,Surrey Centre,7,137.4041777320446,41200.0,2752.94,28.74
The Cabin Restaurant,Surrey,49.0528603,-122.8809814,3.4,0,Crescent Beach,1,50.173119053371906,51600.0,1141.64,14.72
Uli's Restaurant,Surrey,49.0214853492612,-122.806032776245,4.1,1,West Beach,0,111.43148410840276,42870.59,6591.53,13.79
Hooked Fish Bar,Surrey,49.0523737,-122.8846858,3.1,0,Crescent Beach,1,119.76431389983328,46400.0,2104.8,14.98
Browns Socialhouse Panorama,Surrey,49.10397,-122.798523,3.3,0,Sullivan,5,103.93007896071292,47100.0,4730.17,27.24
Chili House Restaurant,Surrey,49.1144981,-122.6806335,4.3,1,Cloverdale,3,35.0233404613781,46033.33,2661.51,31.9
My Greek Taverna,Surrey,49.12013,-122.89007,3.9,0,Strawberry Hill,1,39.744955079139395,39969.23,5368.76,26.76
Kids Play Cafe & Cafe Artistico,Surrey,49.111984,-122.810317,3.8,0,Sullivan,0,107.53435498083635,45784.62,6028.94,28.97
Green Lettuce Indian Style Chinese Restaurant,Surrey,49.1179419178998,-122.890040874481,3.6,0,Strawberry Hill,1,55.73721687016903,40257.14,5251.85,26.52
Prabu Sweets,Surrey,49.13036,-122.86825,3.9,0,Strawberry Hill,1,82.19838773560855,30181.82,5994.8,35.86
Rosie's Country Cafe,Surrey,49.056674380316,-122.80853109372926,3.9,0,South Surrey,2,168.94118787972917,42400.0,1489.24,17.6
Clove,Surrey,49.1189018,-122.8257539,4.1,1,Sullivan,1,143.5104976945095,38613.33,4699.69,34.1
Cactus Club Cafe,Surrey,49.0604907475,-122.804682831,4.0,1,South Surrey,3,210.8669680134464,50100.0,3338.72,25.36
Chacha's Tandoor & Grill,Surrey,49.14829,-122.86628,4.5,1,Strawberry Hill,5,117.15899240839416,30028.57,1684.04,35.37
Lahori Sweets & Restaurant,Surrey,49.1484413,-122.8649063,4.0,1,Strawberry Hill,5,213.79057899616296,29900.0,1815.89,34.93
Salsa & Guacamole,Surrey,49.133821637841805,-122.84886589325409,3.8,0,Newton,9,134.49373516350562,34133.33,3126.73,30.26
Sal y Limon,Surrey,49.0469347453396,-122.77867790858,3.8,0,Sunnyside,4,104.33948874815448,42577.78,4505.6,24.13
Texx Big Burger,Surrey,49.189932,-122.841323,4.1,1,City Centre,4,172.4801404852652,36411.11,7507.07,45.21
Umami Sushi,Surrey,49.1191614520774,-122.73165560105,3.9,0,Cloverdale,0,40.17398064414783,43733.33,1737.56,26.08
Showshaa - The Modern Taproom,Surrey,49.05722,-122.80085,4.1,1,Sunnyside,4,63.79396846418886,48311.11,3240.38,21.34
Main Choice Chinese Restaurant,Surrey,49.1338858,-122.8518572,3.8,0,Newton,4,23.407284644178567,33569.23,3024.85,30.21
Diamond Buffet,Surrey,49.11172,-122.72963,2.4,0,Cloverdale,0,103.7449841323248,41320.0,2513.71,27.28
An Indian Affair,Surrey,49.1156853530903,-122.679180051868,4.3,1,,3,158.55996295049735,46533.33,2667.86,32.56
Cabizerra Bistro,Surrey,49.1987463,-122.8134292,4.8,1,Johnston Heights,3,26.01090412680602,35141.18,5250.95,29.44
One More Thai,Surrey,49.1333200177501,-122.88981649088,3.6,0,Strawberry Hill,4,61.26937746195896,34188.89,5540.96,31.64
Dragon Wok,Surrey,49.150437,-122.865346,4.0,1,Strawberry Hill,6,195.02470417922825,29485.71,1550.05,35.84
Sapporo Kitchen,Surrey,49.03159912001535,-122.80144046744888,3.9,0,Semiahmoo Town Centre,2,35.85461605959343,41216.67,6358.39,14.01
GNJ Vegetarian Bistro,Surrey,49.1363708,-122.8922328,4.4,1,North Delta,4,142.9411268165994,33590.0,4915.02,32.07
A&W,Surrey,49.1343815,-122.88677929,4.6,1,Strawberry Hill,4,198.7370781646578,32129.41,5176.0,33.42
Ladybird's Trattoria,Surrey,49.0525910210857,-122.69256623466444,4.9,1,Hazelmere,0,70.79958938306733,,24.2,24.39
Fast Fired,Surrey,49.14821,-122.889696,4.0,1,Strawberry Hill,1,89.62898586968079,33730.0,6426.82,32.57
Ay Chihuahua,Surrey,49.0332999,-122.80094,4.1,1,Semiahmoo Town Centre,3,8.203063549272558,40533.33,6014.68,13.88
Malaysian Hut,Surrey,49.1989290068985,-122.814328819513,4.0,1,Johnston Heights,3,91.11520133606184,35425.0,5108.61,29.8
The Greek Corner,Surrey,49.1343307,-122.8452682,3.6,0,Newton,11,10.920962155200266,34833.33,3353.82,28.13
Liberty Kitchen,Surrey,49.0452889438938,-122.778361737728,3.9,0,Sunnyside,5,18.54921797210629,42577.78,4505.6,24.13
U R Restaurant,Surrey,49.1994551,-122.8137501,4.4,1,Johnston Heights,3,85.94935627285066,35670.59,4996.58,29.41
Utopia Noodles,Surrey,49.158580176583506,-122.7811632,4.8,1,Fleetwood,5,47.94675262583633,37611.11,5424.27,25.28
Jerusalem Grill & Shawarma,Surrey,49.15907004962188,-122.78113721962818,3.5,0,Fleetwood,5,75.60247970005709,37611.11,5424.27,25.28
Kin Thai Kitchen & Bar,Surrey,49.0466759494366,-122.77521704598,3.5,0,Grandview,4,121.1263774755503,43200.0,4139.23,27.12
Archie's BBQ,Surrey,49.18755,-122.79773,4.1,1,Johnston Heights,7,226.78352811879503,36047.62,5890.35,28.83
Skye Avenue Kitchen & Lounge,Surrey,49.1876994453086,-122.84848282640564,4.1,1,City Centre,4,127.92063079851188,35314.29,7314.44,44.8
bb.q Chicken & Pub,Surrey,49.18383422068441,-122.8023930853906,4.3,1,Johnston Heights,5,98.32375610630298,36190.0,5843.24,27.41
Guacamole Mexican Grill,Surrey,49.196753526063695,-122.84564846554132,4.4,1,City Centre,2,193.82830900983407,36675.0,5392.19,43.98
The Samosa House,Surrey,49.162746,-122.866827,4.4,1,Whalley,0,53.67536229357059,31236.36,1685.3,36.8
Grandt Kitchen,Surrey,49.189707024899,-122.846393287182,3.9,0,City Centre,7,84.68094748486277,35926.32,7277.06,45.56
Ek Chai Kahani,Surrey,49.11885835789898,-122.8240515212801,5.0,1,Sullivan,1,42.04859716889362,38584.62,4841.68,34.35
The Waffle Co.,Surrey,49.135660700709366,-122.84347474404068,4.4,1,Newton,11,204.0880330647796,35057.14,3611.26,29.01
Dublin Crossing Irish Pub,Surrey,49.12426199999999,-122.702092,3.4,0,Clayton Heights,2,52.32226981996882,48225.0,4937.76,28.16
Eggcetra Breakfast Cafe,Surrey,49.0555806,-122.8054598,4.1,1,South Surrey,3,74.48602423419,45685.71,2817.09,22.31
Hansel Deli,Surrey,49.10792,-122.73477,4.4,1,Surrey Centre,7,28.590393011138215,41750.0,2164.4,28.58
Bon Ga Korean Restaurant,Surrey,49.1906849563647,-122.8413259238,3.5,0,City Centre,5,89.64822111591069,36388.89,6839.68,46.07
Katana,Surrey,49.1171545941153,-122.669773906498,3.4,0,,1,107.0266341026228,46355.56,2333.11,34.65
Steve's Poké Bar,Surrey,49.18376,-122.80127,4.5,1,Johnston Heights,6,25.68900302697269,36428.57,5919.43,27.62
Kiki's Restaurant,Surrey,49.03728,-122.80147,3.8,0,Semiahmoo Town Centre,1,59.00322663261534,39152.94,4433.64,15.86
Pho Hillton Restaurant,Surrey,49.1253645,-122.7059121,4.0,1,Clayton Heights,2,12.238261822145162,48023.53,4622.09,27.92
Pho Tau Bay,Surrey,49.135731,-122.844616,3.5,0,Newton,11,146.30756159550725,35366.67,3495.03,28.17
Curry Lounge,Surrey,49.0453451,-122.7783363,3.8,0,Sunnyside,5,12.064365393516113,42577.78,4505.6,24.13
The Jin sushi,Surrey,49.1364,-122.84264,4.6,1,Newton,8,233.8552146093891,34720.0,3583.39,28.41
Indigo Cafe,Surrey,49.0635291,-122.7979894,5.0,1,Morgan Creek,1,234.57709191897231,50618.18,3231.69,23.25
The Taste of Africa,Surrey,49.196348,-122.845649,4.4,1,City Centre,2,185.61909069440645,36675.0,5392.19,43.98
Thai By Thai,Surrey,49.1698001,-122.8900551,4.1,1,Brownsville,1,25.189241732287854,34350.0,4321.08,32.51
Dawood's Pizza,Surrey,49.11893,-122.8171,5.0,1,Sullivan,0,16.706836608687443,39166.67,4283.39,32.87
Bacayon's Chibugan,Surrey,49.19166,-122.83465,4.5,1,Whalley,1,10.909414665060796,35323.08,4650.5,34.27
The Back Room,Surrey,49.042265589442,-122.77957271282486,4.4,1,Sunnyside,3,177.66844347248093,40360.0,2808.23,26.9
Panorama Indian Lounge,Surrey,49.10478,-122.80338,4.9,1,Sullivan,5,191.69891200480723,47200.0,3181.72,27.34
Estrella's Montreal Deli & Cafe,Surrey,49.110315,-122.6686151,4.4,1,,2,171.75076834079243,43360.0,2371.94,35.34
Pho Tau Bay,Surrey,49.19805,-122.81226,4.2,1,Johnston Heights,3,104.14714146091552,35141.18,5250.95,29.44
Combine Cafe & Bar,Surrey,49.18170954562757,-122.8457860865099,3.7,0,City Centre,3,74.25259321030205,35133.33,5636.78,40.43
ChongQing Restaurant,Surrey,49.15272034339086,-122.88974194707586,3.1,0,Strawberry Hill,1,37.11506452338074,34600.0,6083.1,32.38
Michael's Artisan Bakery & Cafe,Surrey,49.045213,-122.790789,4.1,1,Sunnyside,2,51.63346871858141,41418.18,3579.64,23.76
Budapest Lángos,Surrey,49.138596606108216,-122.7340017,5.0,1,Cloverdale,0,185.91290615040052,46600.0,617.12,22.87
Shannon Donair,Surrey,49.1060982,-122.7353592,4.1,1,Surrey Centre,7,130.81335770163506,41200.0,2752.94,28.74
Crispy Falafel,Surrey,49.04591481291062,-122.79334246655924,3.8,0,Sunnyside,2,81.82157169607915,40690.91,3365.16,22.42
Sushi on Surrey,Surrey,49.15725,-122.77954,4.3,1,Fleetwood,5,74.52518409638432,37722.22,5419.83,25.07
Mek's Delight,Surrey,49.1912982626951,-122.808646894991,3.9,0,Johnston Heights,1,17.19629891125081,35144.44,7142.91,29.61
Spice of Nepal,Surrey,49.13339,-122.84879,4.2,1,Newton,9,130.84560722283436,33814.29,3199.07,30.5
Yoko Sushi & Noodle House,Surrey,49.15737,-122.77828,3.9,0,Fleetwood,6,88.98818792371395,38037.5,5570.19,24.93
Zapoteca,Surrey,49.0177,-122.79314,4.2,1,East Beach,0,81.19301742163925,45833.33,4242.8,16.32
Sri Periyava Dosa Bhavan,Surrey,49.1586589,-122.8902128,4.5,1,Newton,2,66.30953742861517,34953.85,4501.39,32.0
Viet Houng Asian Flavor Deli,Surrey,49.1887226115802,-122.860729718055,4.6,1,Whalley,0,328.11145142971276,33884.21,5410.05,42.08
YL's Curry Bowl,Surrey,49.18444,-122.79879,4.0,1,Johnston Heights,7,142.9571716193311,36390.91,5654.79,27.35
Pak Punjab Sweet & Samosas House,Surrey,49.17733,-122.86766,4.0,1,Whalley,0,19.82868645920072,32314.29,5059.33,36.25
Hawthorne Beer Market & Bistro,Surrey,49.10484,-122.7352,3.4,0,Surrey Centre,7,202.00725421095336,41200.0,2752.94,28.74
OEB Breakfast - Langley,Surrey,49.114475,-122.675162,4.4,1,,4,170.57574904398774,45963.64,2910.47,34.38
Dragon's Chop Suey House,Surrey,49.15719,-122.77781,3.5,0,Fleetwood,6,55.13337813458365,38037.5,5570.19,24.93
Akari Japanese Restaurant,Surrey,49.1348829570242,-122.891920108212,4.0,1,North Delta,4,98.99805444634823,34162.5,4792.81,31.43
Shawarma Palace,Surrey,49.134277,-122.844497,4.0,1,Newton,11,67.33731751980183,35384.62,3374.78,28.23
Roadhouse Grille,Surrey,49.03426,-122.78006,3.4,0,Sunnyside,0,151.88364471282816,42276.92,2609.74,22.23
Tokyo Mithaiwala,Surrey,49.147777821579545,-122.8639529,4.4,1,Strawberry Hill,5,295.5413918351682,29485.71,1550.05,35.84
Waffle House Diner,Surrey,49.18125961964888,-122.84355514110403,4.0,1,City Centre,3,105.09497580583351,35423.53,5692.57,40.61
Navraj Sweets & Restaurant,Surrey,49.1501801430419,-122.866437749758,4.4,1,Strawberry Hill,5,129.69955355588093,30000.0,1695.75,34.56
Emilio Finatti Pizzeria - Langley,Surrey,49.1073311,-122.6649517,4.4,1,,2,10.64562658306066,41345.45,3217.73,33.99
Sushi King George,Surrey,49.19047078350401,-122.84500166127094,3.7,0,City Centre,7,131.168390109421,36566.67,7091.18,46.26
Trees Cheesecake and Organic Coffee,Surrey,49.189991644148385,-122.850168,4.1,1,City Centre,4,67.8166146978616,34911.11,5870.56,45.63
Tommies Jerk,Surrey,49.10037,-122.72386,4.7,1,Cloverdale,0,279.9415799645721,42000.0,777.25,24.13
Planet India,Surrey,49.13379,-122.83907,3.8,0,Newton,8,16.67935440668351,34612.5,4943.86,29.89
Tap & Barrel,Surrey,49.05963809908623,-122.8018875,3.4,0,Sunnyside,3,169.8301635767134,49422.22,3260.67,25.0
Coast & Country Diner,Surrey,49.103936,-122.734543,3.7,0,Surrey Centre,7,252.8239016831945,41200.0,2715.79,29.23
Pho Newton,Surrey,49.1392040260342,-122.843214712932,3.6,0,Newton,5,159.0498812630946,34428.57,3821.42,30.89
Pho Hong,Surrey,49.190289,-122.841347,3.4,0,City Centre,4,133.29691746257984,36600.0,7023.69,45.48
Kai Japanese Restaurant,Surrey,49.155174243061545,-122.66664268415136,4.4,1,Walnut Grove,0,121.61831387444528,41200.0,2056.17,31.69
Tasty Donair,Surrey,49.133938,-122.842573,4.3,1,Newton,11,59.6569772786451,35371.43,3494.2,28.85
Chefs Kebab,Surrey,49.1551446,-122.7729754,4.2,1,Fleetwood,2,76.54040551747883,39600.0,4855.74,25.2
Cactus Club Cafe,Surrey,49.14695039868115,-122.89109409939302,3.9,0,Kennedy,1,99.93442186801776,33914.29,6159.31,32.37
Sushi California - Surrey,Surrey,49.1893963,-122.7993351,4.0,1,Johnston Heights,5,112.07740224101984,35863.64,6462.05,29.17
Red Robin Gourmet Burgers and Brews,Surrey,49.18838300274452,-122.80139260276438,3.6,0,Johnston Heights,7,23.050767764459728,35895.24,6986.41,28.96
Barcelos Flame Grilled Chicken,Surrey,49.14042,-122.84594,4.4,1,Newton,1,38.95887902735732,32690.91,3485.68,31.75
Sushi Shogun,Surrey,49.19947,-122.8455,4.5,1,City Centre,2,72.03079856841826,36338.46,5004.25,39.34
Jagga Sweet & Cuisine,Surrey,49.1718,-122.89043,4.6,1,Kennedy,1,49.29844408821165,34188.89,4326.3,33.29
Satya Asha,Surrey,49.13371,-122.86738,4.4,1,Strawberry Hill,1,56.06434701420066,30223.53,5715.08,36.35
Nando's Peri-Peri,Surrey,49.18567392600471,-122.80140250244676,3.9,0,Johnston Heights,8,26.647138617000213,36610.0,5997.34,27.49
West Village Cafe,Surrey,49.1047524116854,-122.799629199329,3.6,0,Sullivan,5,53.48249021069513,46866.67,2709.17,28.18
Delta Pizza,Surrey,49.15558,-122.86452,3.9,0,Newton,1,242.87724617850785,30400.0,854.01,34.56
Neptune Wonton Noodle,Surrey,49.1865774185184,-122.84743837116434,3.3,0,City Centre,4,244.15276172171184,35290.91,7614.22,43.96
Isshin Sushi,Surrey,49.10468,-122.79806,3.8,0,Sullivan,5,137.8857152193985,47100.0,4730.17,27.24
Nagoya Sushi,Surrey,49.16978,-122.81251,4.0,1,Fleetwood,0,24.087389463215423,35000.0,3405.57,30.51
Banana Leaf,Surrey,49.0597947797082,-122.8040599822998,4.1,1,South Surrey,5,245.7972864702748,50100.0,3338.72,25.36
Nordel Sushi,Surrey,49.1609149,-122.8885017,3.3,0,Newton,1,128.00459680704714,34563.64,3792.44,31.75
