store_name,city,zip_code,latitude,longitude,review_count,price_level,primary_category,target_rating,target_is_successful,median_income,pop_density_sqkm,pct_age_20_39,competitor_count_500m,nearest_transit_distance_m
Tendon Kohaku,Vancouver,V6Z 2S9,49.28107123873706,-123.12179426645872,216,2,Japanese,4.3,1,47770.42,21320.82,49.26,17,93.59177718726454
Pho Den,Burnaby,V5H 4J2,49.21985466539446,-122.970256331213,47,2,Vietnamese,3.9,0,36936.36,5314.99,33.49,4,86.89345573828749
Cafe Ami,Vancouver,V5Z,49.260803,-123.123994,10,1,Cafes,3.6,0,53817.95,9712.11,40.89,5,36.22437805609541
Nordel Sushi,Surrey,V3W 1P6,49.1609149,-122.8885017,69,2,Japanese,3.3,0,34563.64,3792.44,31.75,1,128.00459680704714
Afghan Chopan Restaurant,Richmond,V6X 3Y2,49.16996743188082,-123.13302061349331,72,2,Afghan,4.3,1,30231.58,9843.9,36.09,10,152.0996787628558
Super Stars Cafe,Richmond,V6X 4A8,49.17951542639547,-123.1350582,30,1,Cafes,3.1,0,29750.0,4620.35,43.33,28,117.72246173298285
Afghan Chopan Restaurant,Surrey,V3W 3A8,49.147471095003574,-122.86530131592922,113,2,Afghan,3.9,0,30028.57,1684.04,35.37,3,204.21741784114118
Sushi U,Burnaby,V5B 2Y1,49.2654624429451,-122.978147623681,67,2,Japanese,4.5,1,39566.67,3498.82,28.95,2,105.42015742716022
LA Grill & Bistro,Richmond,V7C 5J9,49.1536432938359,-123.158798217773,103,1,American,3.3,0,29600.0,3920.29,24.19,1,18.403809121975996
Prado Cafe,Vancouver,V6B 1G8,49.2818961,-123.1074141,96,2,Cafes,3.9,0,42937.5,12267.04,47.81,23,43.337178998586076
Harvest Community Foods,Vancouver,V6A 2B2,49.277781,-123.0980624,76,2,Grocery,3.6,0,38103.45,9891.2,41.78,4,88.93634845230285
Caveman Cafe,Vancouver,V6B 6N8,49.280802324947445,-123.10703500282293,313,2,Organic Stores,4.4,1,42812.5,12649.65,47.28,23,10.85113292041144
Amelia Restaurant,New Westminster,V3M 4J4,49.20876,-122.93227,22,1,American,4.3,1,40554.84,6391.15,30.74,2,15.096433506934758
Gyu-Kaku Japanese BBQ,Richmond,V6X 2A4,49.1774949,-123.1372648,155,2,Japanese,3.7,0,29466.67,5393.95,41.45,16,62.39336365346924
Malaysian Hut,Surrey,V3R 1V9,49.1989290068985,-122.814328819513,47,1,Malaysian,4.0,1,35425.0,5108.61,29.8,2,91.11520133606183
Cactus Club Cafe,Burnaby,V5H 4L7,49.22775581945971,-123.00329214418927,173,2,Cocktail Bars,3.9,0,33473.68,10719.99,39.53,12,73.5643124413995
Their There,Vancouver,V6J 1M9,49.2679649501648,-123.151158941154,161,2,Breakfast & Brunch,4.2,1,55439.58,9783.32,41.05,4,27.532232653138315
Great Canadian Casino Vancouver,Coquitlam,V3K 6W3,49.2276116,-122.8378131,48,1,Casinos,2.5,0,43200.0,386.3,23.87,0,99.8072074319062
Fresh Sushi Roll,New Westminster,V3L 3C2,49.2133039,-122.9207809,11,1,Sushi Bars,2.8,0,42321.21,7765.07,28.96,13,12.965142339625682
Cuchillo,Vancouver,V6A 2Z1,49.283262611469,-123.098110155039,314,2,Latin American,4.2,1,37579.31,8625.43,38.62,10,4.732010368068061
Fresh Donair,Vancouver,V6Z 1L4,49.2792016361722,-123.12335201658,59,2,Donairs,4.7,1,48877.14,23774.53,48.39,25,96.84285121907533
Westcoast Poke,Richmond,V7A 1N6,49.13223459520562,-123.09558136751669,48,2,Hawaiian,3.9,0,37828.57,4089.25,25.57,1,127.46782599862132
Prabu Sweets,Surrey,V3W 4E1,49.13036,-122.86825,41,2,Desserts,3.9,0,30181.82,5994.8,35.86,0,82.19838773560855
The Dolar Shop - Station Square,Burnaby,V5H 0H5,49.2277884925998,-123.00316795158996,169,3,Hot Pot,4.3,1,33473.68,10719.99,39.53,12,77.98842141883762
España Restaurant,Vancouver,V6G 2M8,49.2880552,-123.1404114,269,2,Spanish,4.2,1,45482.76,24653.96,43.57,1,59.12639236246667
Skye Avenue Kitchen & Lounge,Surrey,V3T 0A3,49.1876994453086,-122.84848282640564,21,3,Canadian (New),4.1,1,35314.29,7314.44,44.8,4,127.92063079851187
To Live For Bakery,Vancouver,V6L 4T8,49.27121199258215,-123.0565958,65,2,Bakeries,4.6,1,42724.32,6058.1,31.87,0,146.33019450738036
Ki Cafe,Burnaby,V5J 4J2,49.2208272,-122.9884543,125,2,Desserts,3.9,0,34466.67,6205.02,40.29,2,79.7557636888559
Sushi Tree,Coquitlam,V3B 8A9,49.28064321231323,-122.79281080583212,42,1,Sushi Bars,4.4,1,36905.88,5750.39,28.53,13,73.50765056667845
Broyé Cafe & Bakery,Vancouver,V5W 3A4,49.22632,-123.09036,51,2,Bakeries,4.0,1,35315.15,6713.46,32.08,0,64.93961432875903
Seaport City Seafood Restaurant,Vancouver,V5Z 4M5,49.263921119674905,-123.115152,116,3,Dim Sum,4.2,1,55909.68,9895.18,42.86,5,63.029969693515326
Uno Beef Noodle,Richmond,V6X 2B2,49.193218109957115,-123.12980856746434,129,2,Noodles,4.4,1,31666.67,3529.54,47.86,4,148.1656837149169
Sushi Jin,Vancouver,V6Z 1A8,49.2795794102629,-123.123817518353,154,3,Japanese,4.6,1,48797.18,23263.66,48.41,21,47.667898302436555
Dynasty Seafood Restaurant,Vancouver,V5Z 4J7,49.2635999,-123.12138,375,2,Dim Sum,3.6,0,55503.03,10655.59,39.25,6,41.61266752301832
John 3:16 Malaysian Delights,Richmond,V6Y 2C4,49.1641317,-123.1362195,296,2,Malaysian,4.1,1,32036.36,11901.2,28.93,6,15.526027624298763
Birdies,Burnaby,V5C 6N4,49.2655537242762,-123.01959240000002,80,2,Salad,4.0,1,35860.0,4277.68,40.35,1,173.61685169445312
Finch's Market,Vancouver,V6A 1X8,49.2785699636665,-123.093410391164,47,2,Cafes,4.0,1,35550.0,6360.24,34.6,3,212.1796460069918
Miku,Vancouver,V6C 1S4,49.28691298612272,-123.11304877258942,2600,3,Japanese,4.4,1,45590.91,10902.6,48.6,18,18.016058741646436
Mango Mama Cafe,Richmond,V6X 3L7,49.18257822582507,-123.1341600423283,78,2,Desserts,2.1,0,30700.0,3407.08,48.72,25,191.56568331974924
Paradise Donair and Coffee Mania,New Westminster,V3M 4J9,49.2102203,-122.9331284,37,1,Cafes,3.4,0,40373.33,7381.89,30.8,3,59.50929223288117
Silver Tower Cafe Restaurant,Richmond,V6X 3L4,49.1781781,-123.1291034,131,1,Hong Kong Style Cafe,3.3,0,30763.64,5710.95,41.04,15,127.85648613601339
Park Crest Diner,Burnaby,V5B 2Y1,49.26536,-122.97789,35,1,Cafes,3.8,0,39566.67,3498.82,28.95,2,85.51298466768205
Boston Pizza,New Westminster,V3M 1C4,49.200572324849,-122.918331664376,51,2,Pizza,2.3,0,44127.27,12205.78,40.26,6,54.80179358204996
Apna Chaat House,Surrey,V3W 3N1,49.138979,-122.889138,155,2,Indian,3.7,0,32663.64,5375.16,32.0,1,145.3004244624742
Atlas Steak + Fish,Burnaby,V5G 1C7,49.256747,-123.006931,189,3,Steakhouses,4.0,1,38457.14,1059.86,24.93,1,325.48711452036963
Nagano Japanese Restaurant,Coquitlam,V3B 2P5,49.2819484741704,-122.799879881647,148,2,Japanese,3.6,0,36185.71,6493.74,28.08,6,117.84326723353635
Mr Shawarma,Vancouver,V6E 1B2,49.28526,-123.12075,227,1,Middle Eastern,4.4,1,46052.0,17582.68,49.67,22,41.06660257254003
La La Island,Vancouver,V6K 4N3,49.26435443750349,-123.171443449561,12,2,Bakeries,4.6,1,49588.24,6490.37,36.63,0,24.43486543106615
Neptune Palace Seafood Restaurant,Surrey,V3T 2W1,49.18693877584426,-122.8461404527314,122,2,Dim Sum,3.1,0,35761.9,7598.55,44.49,5,157.73040035714334
Stefanos Restaurant,New Westminster,V3L 1A7,49.2054199,-122.90424,105,2,Greek,3.0,0,46200.0,10105.08,46.28,6,97.57695200193737
Pho Super Bowl,Coquitlam,V3J 3X4,49.261720508586464,-122.89092417221092,49,2,Vietnamese,4.2,1,39423.53,5388.09,39.96,0,69.33719143485105
The Meat Up,Burnaby,V5H 2E6,49.2254546362785,-122.98992646931154,62,3,Barbeque,4.1,1,32742.86,7153.16,41.13,3,27.306429523704438
Hart House Restaurant,Burnaby,V5E 4H3,49.23804,-122.96671,154,3,Seafood,3.6,0,43120.0,1371.52,27.41,2,201.1590523549599
Sahota's Live Grill,Surrey,V3W 3N1,49.1399565,-122.88953034710508,29,2,Indian,3.0,0,32670.0,5530.59,32.94,1,73.47636585597482
Bacchus Restaurant & Lounge,Vancouver,V6Z 1T9,49.28229823003116,-123.12255606127432,231,3,Lounges,4.1,1,47168.92,21175.6,50.42,18,104.3699571189231
Denji Sushi,Surrey,V4N 3G6,49.1266,-122.70143,59,2,Sushi Bars,4.0,1,47882.35,4508.3,29.63,1,15.631788577062844
A&W,Surrey,V3W 2M1,49.1343815,-122.88677929,49,1,Fast Food,4.6,1,32129.41,5176.0,33.42,0,198.7370781646578
Samsoonie Noodle & Rice,Richmond,V6X 1A7,49.1707688466573,-123.133460687081,146,2,Korean,3.8,0,30044.44,9612.83,36.71,10,152.54633078816002
Leaf Tea,Surrey,V4A 4N2,49.031406,-122.800901,27,2,Cafes,4.4,1,41107.69,6167.51,13.94,3,48.712795630953444
X-Site Grill & Bistro,Burnaby,V5C 2K6,49.2811349,-122.9993576,173,1,Bars,3.8,0,38533.33,4488.77,27.64,2,100.86306327871195
Scarlet Tapas Lounge,Vancouver,V6Z 1M4,49.2768837,-123.126335,6,2,Cafes,2.2,0,49603.17,25755.58,47.86,16,26.32109475957218
Pakwan,Surrey,V3W 2V7,49.1406884,-122.8611251,10,2,Indian,4.1,1,31177.78,2266.59,35.53,0,47.14705191676754
Chettinad Dosa Palace,Burnaby,V5E 3N1,49.23933,-122.96364,83,2,Indian,3.2,0,44600.0,2071.61,28.33,2,24.168986470276828
Anatolia's Gate Restaurant,Burnaby,V5E 1E7,49.2183151,-122.9579254,155,2,Halal,3.8,0,36696.3,9483.63,34.69,1,24.522354696911258
Milestones,Coquitlam,V3E 1K9,49.2784,-122.80925,93,2,Canadian (New),3.2,0,39430.77,4861.0,28.46,2,57.4889393719166
La Belle Patate,Vancouver,V6E 1N4,49.2820547306569,-123.133442922354,610,2,Poutineries,4.2,1,45473.08,24198.29,48.94,2,10.782288245137778
Pizza Garden,Burnaby,V5H 2Y8,49.2252262,-123.0037541,44,2,Pizza,4.0,1,33366.67,11336.84,40.83,10,57.80952378039513
Fung May,Burnaby,V5H 2A9,49.2288939318384,-123.004783375498,30,1,Chinese,3.4,0,34248.65,8985.11,39.16,13,80.04942861832646
Browns Socialhouse Semiahmoo,Surrey,V4A 4N3,49.03143295501853,-122.80147612331338,40,2,Canadian (New),3.1,0,41392.0,6321.44,14.06,3,51.3340101921496
Angus T Bakery,Vancouver,V5S 0C2,49.20539421938929,-123.03085358154756,5,2,Bakeries,4.2,1,45400.0,4401.3,37.09,0,52.792051982013376
Thierry - Mount Pleasant,Vancouver,V5T 4V1,49.262040137647766,-123.09941897473132,55,2,Desserts,4.0,1,51134.21,8607.22,46.31,2,13.25683656310414
Bread Garden Urban Cafe,Richmond,V7B 1M8,49.1945454,-123.1747399,3,1,Cafes,3.0,0,48000.0,45.6,23.81,1,240.28806065110723
Galiano Cafe,Richmond,V7B 1B8,49.1806507736516,-123.170255156663,4,2,Airport Lounges,3.3,0,,,,0,107.41515609633208
Kook Korean BBQ,Vancouver,V5M 4N9,49.26894,-123.04565,212,3,Korean,4.2,1,35914.29,6069.4,30.06,0,94.1170448428135
Kozak Ukrainian Restaurant,Vancouver,V6C 3N8,49.28266968028282,-123.1045676752585,112,2,Ukrainian,4.6,1,40528.57,11038.37,44.97,23,25.769941909627654
Ramengers Feat. Smoking pig,Coquitlam,V3K 1E7,49.2386215122336,-122.86375656724,129,2,Korean,3.9,0,41400.0,3469.08,28.83,0,57.764745340875265
Shoestring Cafe,Richmond,V6V 2L3,49.17987407755384,-123.0695583361763,116,2,French,4.6,1,,,,0,36.319257500006984
Mount Everest Kitchen & Grill,Vancouver,V6B 3J5,49.28343057225757,-123.1142148824853,113,2,Indian,4.6,1,48284.21,13601.73,50.91,21,57.847696312459725
Seoul Grill House,Surrey,V3R 7V4,49.18662844935571,-122.80218576441264,142,2,Korean,3.4,0,36113.04,6494.28,28.84,6,113.001469366801
Chef Tony,Richmond,V6X 2C2,49.1805103,-123.1363684,372,2,Dim Sum,3.7,0,29133.33,4046.08,45.82,23,54.427166703772656
Kaffina Coffee,Surrey,V4P 0E5,49.056098987177705,-122.80476269500356,47,2,Cafes,4.3,1,48000.0,3077.56,21.92,4,120.26837688585277
Old Xian's Food,Richmond,V6X 3Z9,49.1852876,-123.1290331,57,2,Chinese,3.8,0,32250.0,4056.41,43.68,15,64.64592855436538
Le Marché St. George,Vancouver,V5V 4A3,49.2456344,-123.0941734,197,2,Cafes,4.1,1,45500.0,5641.75,30.57,1,290.3267117542322
Earls Kitchen + Bar,Burnaby,V5H 0H5,49.2279486,-123.0027748,131,2,Canadian (New),3.9,0,33473.68,10719.99,39.53,12,95.04734729991688
Excellent Tofu & Snacks,Richmond,V6X 3L7,49.18257600567325,-123.13418552693622,242,1,Desserts,4.2,1,30700.0,3407.08,48.72,25,189.6972761894852
Texx Big Burger,Surrey,V3T 4H4,49.189932,-122.841323,132,2,Burgers,4.1,1,36411.11,7507.07,45.21,2,172.4801404852652
Double East Cuisine,Richmond,V6X 2C2,49.183023,-123.135604,20,2,Seafood,2.8,0,30133.33,3351.64,49.73,21,95.45055736508874
Perfecto Cafe,Vancouver,V6B 2G6,49.276804,-123.125213,32,2,Cafes,4.1,1,49710.0,23872.97,47.91,17,42.372934368297024
International Food Fair,Vancouver,V6C 3B6,49.28533,-123.11718,12,2,Fast Food,3.8,0,46785.37,15446.68,50.47,19,66.97086827985915
Twinkle Cube Cafe,Richmond,V6X,49.1824873073973,-123.133310191333,16,1,Cafes,3.1,0,30700.0,3407.08,48.72,27,236.14602862417118
Freshslice Pizza,Richmond,V6Y 4E2,49.16855,-123.13571927116394,10,1,Pizza,3.8,0,30000.0,10142.77,34.91,13,25.125633861431627
Crackle Creme,Vancouver,V6A 2B2,49.27776,-123.0981399,300,1,Desserts,4.3,1,38103.45,9891.2,41.78,4,92.61955974144102
Round Table Pizza,Richmond,V6Y 2N6,49.15502603363286,-123.12585702070233,62,2,Pizza,3.0,0,32626.09,7421.96,25.63,3,31.49150400461387
ARC Restaurant,Vancouver,V6C 3L5,49.28733537787621,-123.11385049155078,225,3,Canadian (New),4.0,1,46400.0,11107.71,49.0,15,62.29366163490229
Hainan Kitchen,Richmond,V6Y 3X9,49.1553651,-123.1238682,52,2,Singaporean,3.3,0,32654.55,7248.77,24.91,3,109.38327577164206
Royal Tandoori Indian Restaurant,New Westminster,V3L 2Z8,49.20512,-122.90983,107,2,Indian,3.7,0,44830.77,10787.81,41.12,12,28.689246605581232
Waves Coffee House,Richmond,V6X 2E3,49.17090010978671,-123.13681390292656,36,1,Coffee & Tea,3.1,0,29900.0,8872.56,36.87,12,77.02627914719436
Cactus Club Cafe,Surrey,V4P 0A2,49.0604907475,-122.804682831,102,2,Canadian (New),4.0,1,50100.0,3338.72,25.36,2,210.86696801344638
Golden Pita Lebanese Restaurant,Burnaby,V3J 1M2,49.2531819933441,-122.897602039217,81,1,Mediterranean,4.2,1,39330.0,6122.74,36.79,3,55.44299163381336
Zaaki Cuisine,New Westminster,V3L 1V3,49.2131145,-122.9200483,71,1,Donairs,4.6,1,42805.71,6858.32,28.93,14,35.224333949416874
Talay Thai Restaurant,Vancouver,V6P 4Z8,49.210809,-123.140764,105,2,Thai,3.9,0,36125.93,5228.14,29.76,1,51.45733582829477
Straight Outta Brooklyn NYC Pizzeria,Vancouver,V6B 2B2,49.2791165,-123.1166227,262,1,Pizza,4.1,1,49663.46,18380.5,50.45,19,26.57271239776389
Cactus Club Cafe,Burnaby,V5J 0A2,49.2020089718037,-122.981729507446,174,2,Canadian (New),3.7,0,41000.0,278.11,24.71,2,77.56256967994378
Kulinarya,Vancouver,V5L 3X2,49.2744901,-123.0693269,85,2,Filipino,4.0,1,45062.86,6833.43,36.64,1,71.90279679396212
Ricky's Café,Burnaby,V5C 5Y1,49.265735924672,-123.00574472331364,35,2,Desserts,3.5,0,43350.0,6948.55,48.74,4,176.57115523584463
Aquarium Cafe,Vancouver,V6G 3E2,49.3012428,-123.1294403,7,1,Cafes,3.9,0,47600.0,281.8,35.75,0,322.83294122471887
El Inka Latin Deli,Burnaby,V5G,49.24941,-123.01912,64,2,Peruvian,4.4,1,37523.81,3196.32,28.43,0,73.93760166366076
Din Tai Fung 鼎泰豐,Vancouver,V6E 1A5,49.28562,-123.124798,356,3,Dim Sum,4.4,1,45241.79,19012.31,48.54,15,122.14393927162793
Fantastico Pizza 2001,Vancouver,V6B 1V5,49.284057261538024,-123.1136320546639,63,1,Pizza,4.1,1,48133.33,13099.21,51.62,20,30.409393415025452
MR MIKES,Coquitlam,V3B 6J6,49.27726890000161,-122.79442574110844,95,2,Steakhouses,3.3,0,36357.14,6786.72,29.28,11,105.87931984077949
Chào Mámi,Burnaby,V5C 2J3,49.2808832078838,-123.014717570458,213,2,Vietnamese,4.0,1,41385.71,5259.68,27.72,9,37.2978679904511
Canffle,Vancouver,V5R 5L9,49.2322894,-123.0268249,76,2,Waffles,4.2,1,35844.44,7305.27,36.32,0,63.406476836790155
Spice World Hotpot Restaurant,Richmond,V6X 4B3,49.1778510035881,-123.12732142157,25,2,Hot Pot,3.8,0,31555.56,5480.9,38.92,12,90.9936034301618
Nemesis Coffee,Vancouver,V6B 2N4,49.28281595985871,-123.11027107703038,421,2,Cafes,4.4,1,47059.26,11555.62,51.66,28,29.921418284342163
Cup Full Dessert Cafe,Coquitlam,V3B 8A9,49.28083,-122.79272,27,1,Desserts,3.7,0,36905.88,5750.39,28.53,13,84.17034302444189
El Santo,New Westminster,V3M 1A9,49.2022405,-122.9093807,282,2,Mexican,3.7,0,45640.0,11793.24,41.43,16,114.60716691044523
Tenen,Burnaby,V5J 4J8,49.21549,-122.98895,88,2,Barbeque,4.2,1,36470.0,4799.3,36.08,1,55.39353496467237
Hanwoori Korean Restaurant,Burnaby,V5J 1G2,49.22153,-122.9806,139,2,Korean,3.4,0,35370.0,5452.68,37.24,1,78.17411544884017
Manoush'eh,Vancouver,V6B 2G5,49.276653,-123.125728,275,1,Lebanese,4.8,1,49743.33,22818.21,47.47,17,34.52474980382144
Vesta Grill,Coquitlam,V3B 4S4,49.2774881,-122.7930624,22,2,Barbeque,4.3,1,36357.14,6786.72,29.28,11,193.00365347902962
Oceans 999,Vancouver,V6C 3B5,49.2881297,-123.1148699,48,3,Canadian (New),3.5,0,45740.0,9547.9,47.5,12,177.4790549006326
Kin Thai Kitchen & Bar,Surrey,V3S 0M6,49.0466759494366,-122.77521704598,49,2,Thai,3.5,0,43200.0,4139.23,27.12,2,121.1263774755503
The Fish Counter,Vancouver,V5V 3P2,49.250774041930285,-123.1012792,394,2,Fish & Chips,4.4,1,49648.72,6693.66,35.05,5,17.590674624909582
Frankie's Jazz Club,Vancouver,V6B 2M1,49.2781593,-123.11342570644008,65,2,Italian,3.9,0,51383.72,17542.82,50.38,16,90.90472142035222
Great Dane Coffee,Vancouver,V6T 0B4,49.2700488028238,-123.250755445288,74,1,Cafes,4.2,1,31440.0,2199.77,41.7,1,255.30204676892214
Sooda Korean BBQ,Burnaby,V5C 3Z6,49.2680924,-123.0003773,152,2,Korean,4.1,1,41692.31,6649.43,46.58,3,188.29919185898305
Sweet Memory,Richmond,V6X 1E4,49.1795389,-123.1348249,107,2,Desserts,4.2,1,29750.0,4620.35,43.33,28,131.73546110767643
Angelina's,New Westminster,V3M 6B9,49.200022,-122.91173,403,2,Breakfast & Brunch,3.9,0,45266.67,13328.24,41.04,14,103.91123827365422
Neptune Wonton Noodle,Surrey,V3T 2W1,49.1865774185184,-122.84743837116434,24,2,Noodles,3.3,0,35290.91,7614.22,43.96,4,244.15276172171184
Cafe & Life Co,Richmond,V6Y 0L3,49.16367265363718,-123.13465985287418,20,2,Breakfast & Brunch,4.3,1,32012.12,12091.87,29.0,5,15.761511650391682
Cactus Club Cafe,Coquitlam,V3K 4X8,49.23306607674114,-122.85075084472224,191,2,Canadian (New),4.0,1,42628.57,819.42,25.14,3,110.22918080903489
Chada Thai Fine Cuisine,Coquitlam,V3B 6J6,49.27777943404405,-122.794719444731,129,2,Thai,3.5,0,36357.14,6786.72,29.28,11,70.91214003575519
The Acorn,Vancouver,V5V 3P5,49.24958,-123.10143,506,2,Vegan,3.9,0,49358.33,6302.53,33.78,4,64.30815976868426
Fable Diner,Vancouver,V5T 1W1,49.2630749,-123.1019822,359,2,Diners,3.9,0,52830.3,10196.9,49.68,2,88.13699893877123
Moodswing Coffee And Bar,New Westminster,V3M 1A2,49.2022517,-122.9085935,106,2,Coffee & Tea,4.0,1,45640.0,11793.24,41.43,16,87.93006819751204
Bánh Mì Très Bon - Richmond,Richmond,V6X 0M6,49.177852,-123.120688,365,2,Vietnamese,3.8,0,32000.0,5079.18,37.02,4,129.07627478859314
Indian Wok,Burnaby,V5H 2G1,49.2248408,-122.9884673,99,2,Hakka,4.2,1,33826.09,6302.41,39.94,4,15.330352062064133
Sushi Yen,New Westminster,V3L 2Z1,49.2038975160565,-122.908591367304,25,1,Sushi Bars,3.8,0,45781.82,10499.6,41.29,16,48.84170443196737
Burnaby Mountain Clubhouse,Burnaby,V5A 4M8,49.265138,-122.943048,62,2,Lounges,4.1,1,40654.55,2766.8,23.87,0,437.9658066973759
Showcase Restaurant & Bar,Vancouver,V6E 4R5,49.2879858,-123.1204414,145,2,Seafood,4.1,1,45356.1,15858.28,47.59,14,85.46861177972065
Uncle Lu,Richmond,V6X 1J8,49.18570262126169,-123.12860998281006,59,2,Taiwanese,3.1,0,32250.0,4056.41,43.68,12,105.3590764868342
Homer St. Cafe and Bar,Vancouver,V6B 2W5,49.27842589023651,-123.11812388962127,404,2,Canadian (New),3.8,0,50040.38,20563.08,50.16,19,157.1460427080893
The Gray Olive Cafeteria,Burnaby,V5C 2J4,49.2807699,-123.01164,246,2,Breakfast & Brunch,4.1,1,40544.0,5347.52,26.59,8,132.5511231088864
Liberty Kitchen,Surrey,V3Z 0R5,49.0452889438938,-122.778361737728,40,2,Comfort Food,3.9,0,42577.78,4505.6,24.13,3,18.54921797210629
Five Sails Restaurant,Vancouver,V6C 3E1,49.2880313351364,-123.113292160758,245,4,French,4.4,1,45684.21,9656.4,46.68,11,125.02085569037105
Golden Samosa Bakery,Surrey,V3W 1W1,49.162635078126854,-122.88879025997797,31,1,Indian,4.1,1,34816.67,3835.78,31.73,1,97.47328690089535
CHAU Veggie Express,Vancouver,V6H 3S2,49.2726237,-123.1356235,41,2,Vietnamese,4.2,1,53797.62,13319.17,41.38,2,366.86505866204004
Sing Yee Chinese Restaurant,Richmond,V6X 3Z9,49.1849605,-123.1282953,35,2,Seafood,3.5,0,32250.0,4056.41,43.68,12,35.64595936508588
Shanghai Dimsum House,Burnaby,V5H 4V2,49.2294464,-123.0044077,160,2,Dim Sum,4.0,1,33788.89,11655.46,39.43,13,84.53596543318454
Ask For Luigi,Vancouver,V6A 1C4,49.2844485,-123.0976786,591,2,Italian,4.1,1,36635.71,8493.28,37.58,6,140.21573015889925
The 515 bar,Vancouver,V6B 3H6,49.283842,-123.1144244,21,2,Beer Bar,4.7,1,47862.86,13497.99,51.69,20,61.39761343851785
Saffron Indian Cuisine,Burnaby,V5H 1Z8,49.2311623,-123.0085405,263,2,Indian,3.8,0,34411.11,8326.47,37.23,6,40.095965213740776
Butter Baked Goods & Cafe,Vancouver,V6N 1G8,49.24213957138887,-123.1704097,108,2,Cafes,3.4,0,41824.0,3566.22,23.26,0,13.246413467953955
Sushi California - Surrey,Surrey,V3R 7P6,49.1893963,-122.7993351,144,2,Japanese,3.9,0,35863.64,6462.05,29.17,5,112.07740224101984
Khob Khun Thai Cuisine,Coquitlam,V3K 3P4,49.249218,-122.858859,134,2,Thai,4.3,1,39311.11,3830.66,27.58,5,56.59976549217127
Pizza One,Coquitlam,V3J 3R3,49.262742,-122.838984,19,2,Pizza,3.3,0,45422.22,2021.37,20.45,1,111.47488328068273
Sushi Farm,New Westminster,V3M 3S3,49.2118195905541,-122.924703396857,14,2,Japanese,4.1,1,41680.0,7965.98,30.02,12,42.79129440125547
Gordon Ramsay Steak,Richmond,V6X 3P8,49.19709365861781,-123.12741703210152,55,4,Steakhouses,3.7,0,36600.0,2368.64,48.51,2,185.8975702256212
Nīzu Cafe,Vancouver,V6C 1J8,49.28529078349641,-123.11634502209048,41,2,Cafes,4.1,1,47255.0,15754.82,50.77,19,26.99639486240032
La Taqueria Pinche Taco Shop,Vancouver,V5Z 3V6,49.263617,-123.112593,711,2,Mexican,4.2,1,55803.57,9629.0,43.51,4,135.11039422200693
Ay Chihuahua,Surrey,V4A 4N4,49.0332999,-122.80094,47,2,Mexican,4.1,1,40533.33,6014.68,13.88,4,8.203063549272558
Trafiq Cafe & Bakery,Vancouver,V5V 3R1,49.2474862,-123.1011218,339,2,Cafes,4.4,1,48990.62,6065.56,31.94,5,109.07476380875701
MYST Asian Fusion,Burnaby,V5E 1C5,49.21936313246308,-122.9706842,269,2,Chinese,3.6,0,36843.48,5392.62,33.61,4,66.04681030078137
Doppio Zero Pizza,Coquitlam,V3J 3P7,49.2635549,-122.847654,63,2,Italian,3.6,0,45600.0,2070.32,20.32,0,40.87567117216467
The Village Barbeque,Surrey,V3V 4C1,49.17621,-122.88987,18,1,Barbeque,3.6,0,33847.62,4711.5,34.72,0,33.50110085533345
HAAN Korean,Coquitlam,V3B 6S2,49.27459,-122.79247,76,2,Korean,3.8,0,37022.22,5757.08,32.58,6,54.02767467237238
Aka Sushi,Surrey,V3S 1E9,49.11859,-122.71199,38,2,Sushi Bars,4.0,1,45771.43,4008.06,24.55,0,10.291682459033197
Earls Kitchen + Bar,Richmond,V6X 2X9,49.1762654,-123.1318797,166,2,Canadian (New),3.2,0,29923.08,6256.22,40.66,18,270.81401166272514
Rosie's Country Cafe,Surrey,V4P 1B8,49.056674380316,-122.80853109372926,28,2,Cafes,3.9,0,42400.0,1489.24,17.6,1,168.94118787972917
Peaches,Richmond,V6X 4B3,49.1781063932489,-123.127360152108,25,2,Cantonese,3.5,0,31555.56,5480.9,38.92,12,112.83537107563505
Kishimoto Japanese Kitchen,Vancouver,V5N 4A9,49.2665099,-123.06935,554,3,Japanese,4.4,1,43697.44,7228.75,37.78,1,132.29739302730903
Continental Seafood Restaurant,Richmond,V6X 1L5,49.18391,-123.09426,219,2,Seafood,3.7,0,34960.0,3004.8,25.89,1,158.58201149238826
Japadog,Vancouver,V6B 1E1,49.285942555161974,-123.1123797035985,34,1,Hot Dogs,4.1,1,46775.0,11012.77,50.05,18,14.877413256176009
Hakone Sushi Bar,Coquitlam,V3B,49.28224,-122.79587,45,2,Sushi Bars,4.2,1,35887.5,6061.08,28.36,12,44.41259440559238
Cactus Club Cafe,Vancouver,V5Z 1E6,49.2633734327403,-123.117130327243,176,2,Canadian (New),3.8,0,56474.19,8686.31,38.34,7,49.430193350920035
OEB Breakfast Co. - Yaletown,Vancouver,V6Z 2Y3,49.273438,-123.119289,1034,2,Breakfast & Brunch,4.3,1,53163.83,19943.68,48.4,6,126.63179826788908
Spice of Nepal,Surrey,V3W 2N8,49.13339,-122.84879,60,2,Himalayan/Nepalese,4.2,1,33814.29,3199.07,30.5,5,130.84560722283436
