store_name,city,latitude,longitude,target_rating,target_is_successful,neighbourhood_name,competitor_count_500m,nearest_transit_distance_m
Navraj Sweets & Restaurant,Surrey,49.1501801430419,-122.866437749758,4.4,1,Strawberry Hill,5,129.69955355588093
Emilio Finatti Pizzeria - Langley,Surrey,49.1073311,-122.6649517,4.4,1,,2,10.64562658306066
Sushi King George,Surrey,49.19047078350401,-122.84500166127094,3.7,0,City Centre,7,131.168390109421
Trees Cheesecake and Organic Coffee,Surrey,49.189991644148385,-122.850168,4.1,1,City Centre,4,67.8166146978616
Tommies Jerk,Surrey,49.10037,-122.72386,4.7,1,Cloverdale,0,279.9415799645721
Planet India,Surrey,49.13379,-122.83907,3.8,0,Newton,8,16.67935440668351
Tap & Barrel,Surrey,49.05963809908623,-122.8018875,3.4,0,Sunnyside,3,169.8301635767134
Coast & Country Diner,Surrey,49.103936,-122.734543,3.7,0,Surrey Centre,7,252.8239016831945
Pho Newton,Surrey,49.1392040260342,-122.843214712932,3.6,0,Newton,5,159.0498812630946
Pho Hong,Surrey,49.190289,-122.841347,3.4,0,City Centre,4,133.29691746257984
Kai Japanese Restaurant,Surrey,49.155174243061545,-122.66664268415136,4.4,1,Walnut Grove,0,121.61831387444528
Tasty Donair,Surrey,49.133938,-122.842573,4.3,1,Newton,11,59.6569772786451
Chefs Kebab,Surrey,49.1551446,-122.7729754,4.2,1,Fleetwood,2,76.54040551747883
Cactus Club Cafe,Surrey,49.14695039868115,-122.89109409939302,3.9,0,Kennedy,1,99.93442186801776
Sushi California - Surrey,Surrey,49.1893963,-122.7993351,4.0,1,Johnston Heights,5,112.07740224101984
Red Robin Gourmet Burgers and Brews,Surrey,49.18838300274452,-122.80139260276438,3.6,0,Johnston Heights,7,23.050767764459728
Barcelos Flame Grilled Chicken,Surrey,49.14042,-122.84594,4.4,1,Newton,1,38.95887902735732
Sushi Shogun,Surrey,49.19947,-122.8455,4.5,1,City Centre,2,72.03079856841826
Jagga Sweet & Cuisine,Surrey,49.1718,-122.89043,4.6,1,Kennedy,1,49.29844408821165
Satya Asha,Surrey,49.13371,-122.86738,4.4,1,Strawberry Hill,1,56.06434701420066
Nando's Peri-Peri,Surrey,49.18567392600471,-122.80140250244676,3.9,0,Johnston Heights,8,26.647138617000213
West Village Cafe,Surrey,49.1047524116854,-122.799629199329,3.6,0,Sullivan,5,53.48249021069513
Delta Pizza,Surrey,49.15558,-122.86452,3.9,0,Newton,1,242.87724617850785
Neptune Wonton Noodle,Surrey,49.1865774185184,-122.84743837116434,3.3,0,City Centre,4,244.15276172171184
Isshin Sushi,Surrey,49.10468,-122.79806,3.8,0,Sullivan,5,137.8857152193985
Nagoya Sushi,Surrey,49.16978,-122.81251,4.0,1,Fleetwood,0,24.087389463215423
Banana Leaf,Surrey,49.0597947797082,-122.8040599822998,4.1,1,South Surrey,5,245.7972864702748
Nordel Sushi,Surrey,49.1609149,-122.8885017,3.3,0,Newton,1,128.00459680704714
