store_name,city,latitude,longitude,target_rating,target_is_successful,median_income,pop_density_sqkm,pct_age_20_39,competitor_count_500m,nearest_transit_distance_m
22's Grill,Burnaby,49.2430980643898,-122.969388433881,4.4,1,37160.0,1767.4,25.5,2,121.50760738706909
Haidilao Hotpot Brentwood,Burnaby,49.267417,-123.00189,4.6,1,41685.71,6598.09,46.03,20,82.71339286511865
Takara Sushi,Burnaby,49.2545851,-123.0220016,4.4,1,38320.0,2574.45,28.44,7,41.123497840677615
Wild Flour Pizza,Burnaby,49.2584540319258,-122.955439905848,4.7,1,41927.27,2754.06,23.84,0,18.428566855393118
Shanghai Dimsum House,Burnaby,49.2294464,-123.0044077,4.0,1,33788.89,11655.46,39.43,31,84.53596543318454
Gokudo Shabu Shabu,Burnaby,49.230168460812294,-123.0038528105504,4.4,1,33788.89,11655.46,39.43,30,124.93109401135504
Green & Oak Malaysian Restaurant,Burnaby,49.28081,-123.02185,3.9,0,41555.56,4704.76,27.91,11,45.81374543729924
Korea Noodle House,Burnaby,49.229066,-123.004751,4.2,1,34248.65,8985.11,39.16,31,80.97559136044138
STEM Japanese Eatery,Burnaby,49.21497276456137,-122.98816101534425,4.2,1,36630.0,4651.66,35.77,5,26.203189289248975
Siam Le Bien,Burnaby,49.2813,-123.01068,4.3,1,40544.0,5347.52,26.59,19,104.92701602967324
Singapore Hawker,Burnaby,49.218768,-122.96447913871704,4.1,1,36728.0,7219.07,32.88,8,58.09646082189814
Burnaby Mountain Clubhouse,Burnaby,49.265138,-122.943048,4.1,1,40654.55,2766.8,23.87,0,437.9658066973759
Birdies,Burnaby,49.2655537242762,-123.01959240000002,4.0,1,35860.0,4277.68,40.35,3,173.61685169445312
Jovo the Butcher,Burnaby,49.22185,-122.94565,5.0,1,35620.69,6699.1,32.51,16,15.603469532510848
Masita Korean Cuisine,Burnaby,49.218978345984,-122.969008660356,3.9,0,37009.09,5862.87,33.77,5,48.83162182960846
Grand Chinese Restaurant,Burnaby,49.266893,-123.004262,4.0,1,42618.18,6874.09,46.95,22,96.06644588915792
OEB Breakfast,Burnaby,49.267442,-123.002595,4.1,1,41685.71,6598.09,46.03,20,37.45148749364946
Kokoro Tokyo Mazesoba,Burnaby,49.228287011321385,-123.00315331667662,4.0,1,33705.26,10982.18,39.28,29,63.18454567877673
Little Minh's,Burnaby,49.1990675,-122.9799962,4.3,1,42400.0,151.96,24.57,3,102.49342945815353
Riverway Clubhouse Restaurant,Burnaby,49.200617,-122.990237,3.5,0,41466.67,231.87,24.54,1,666.8768350188325
Sooda Korean BBQ,Burnaby,49.2680924,-123.0003773,4.1,1,41692.31,6649.43,46.58,20,188.29919185898305
The Dolar Shop - Station Square,Burnaby,49.2277884925998,-123.00316795158996,4.3,1,33473.68,10719.99,39.53,27,77.98842141883762
The Viet Noodle Guy,Burnaby,49.26721987665755,-123.00572763320037,4.1,1,42440.0,6719.06,47.4,23,175.13172001620177
Living Room Lounge,Burnaby,49.2551,-123.02032,4.5,1,38485.71,2455.2,28.49,7,94.10522432141843
Chao Shou Wang,Burnaby,49.2290734,-123.0048795,4.1,1,34248.65,8985.11,39.16,31,71.70231884363928
Cactus Club Cafe,Burnaby,49.22775581945971,-123.00329214418927,3.9,0,33473.68,10719.99,39.53,27,73.5643124413995
Horin Ramen,Burnaby,49.22901506843291,-123.00505047055158,4.5,1,34311.11,9118.39,39.18,30,59.18017182690141
Portobello Restaurant,Burnaby,49.280764,-123.013394,4.6,1,40571.43,5372.39,27.75,21,21.351661702704902
Trattoria by Italian Kitchen,Burnaby,49.23020501851105,-123.0039327,3.2,0,33788.89,11655.46,39.43,30,121.88640533800285
Burnt Orange,Burnaby,49.280836,-123.007658,4.5,1,39046.15,5128.25,26.86,17,37.320244952539966
JOEY Burnaby,Burnaby,49.2669122,-123.0066466,3.7,0,42440.0,6719.06,47.4,23,124.43377109770319
The Keg Steakhouse + Bar,Burnaby,49.2596278,-123.0019108,3.9,0,39933.33,2722.52,51.12,3,242.1350011051444
Claudio's,Burnaby,49.265511702879046,-123.00492429325408,3.8,0,43350.0,6948.55,48.74,23,127.01096010475398
Sushi Taku,Vancouver,49.23982721439047,-123.03001648836062,4.3,1,35595.35,9237.17,37.09,3,33.27994742620727
Chen,Burnaby,49.28086095595619,-123.0091730738817,4.1,1,39917.24,5180.7,26.93,20,30.217364830944643
Chad Thai,Burnaby,49.2809351,-123.0160318,4.1,1,41379.31,5298.89,27.68,21,19.227414688731916
Blue Coast,Vancouver,49.23466,-123.0246,4.5,1,36373.68,7374.77,36.52,2,29.45548026621762
SOCRATES in the Heights,Burnaby,49.2811430405355,-122.998363226652,4.5,1,38950.0,4311.55,27.52,10,104.8685680567561
La Forêt - Royal Oak,Burnaby,49.2203,-122.98637,4.3,1,34513.04,5981.72,39.49,8,133.94889141333147
NamPo,Burnaby,49.22620549734934,-122.9917955,4.4,1,32180.95,9216.81,41.76,14,20.862207921265014
Chettinad Dosa Palace,Burnaby,49.23933,-122.96364,3.2,0,44600.0,2071.61,28.33,3,24.168986470276828
Kokoro Tokyo Mazesoba,Burnaby,49.26695219266848,-123.00631798803806,4.3,1,42440.0,6719.06,47.4,23,147.22052006129732
Big Way Hot Pot,Burnaby,49.2310987,-123.0083309711633,4.0,1,34411.11,8326.47,37.23,23,38.16132017237322
Cockney Kings Fish & Chips,Burnaby,49.28005299920758,-122.96652586933914,4.0,1,35500.0,3352.88,29.86,2,98.50507905061609
Tenen,Burnaby,49.21549,-122.98895,4.2,1,36470.0,4799.3,36.08,5,55.39353496467237
Tendon Kohaku,Burnaby,49.2278910406839,-123.00348046083376,3.7,0,33621.62,11244.19,39.71,28,53.28932910126633
B&D Authentic Viet Cuisine,Burnaby,49.21818434432872,-122.9578841,3.8,0,36696.3,9483.63,34.69,6,39.2927189817689
Sushi Bar Kilala,Burnaby,49.2811517065771,-122.995635763696,4.3,1,39286.96,4257.38,27.79,7,20.62392417131986
Green Leaf Cafe,Burnaby,49.2533051,-122.8982928,4.1,1,39388.89,5947.49,36.07,11,10.107785601600993
Argo Greek Cuisine Pizza Pasta,Burnaby,49.2544359,-123.02071005595984,4.2,1,38320.0,2574.45,28.44,7,70.26031146107509
The One Restaurant,Burnaby,49.2211721,-122.9774371,3.4,0,36294.74,5076.48,33.98,4,135.77589051718357
Chào Mámi,Burnaby,49.2808832078838,-123.014717570458,4.0,1,41385.71,5259.68,27.72,20,37.2978679904511
MYST Asian Fusion,Burnaby,49.21936313246308,-122.9706842,3.6,0,36843.48,5392.62,33.61,5,66.04681030078137
El Inka Latin Deli,Burnaby,49.24941,-123.01912,4.4,1,37523.81,3196.32,28.43,1,73.93760166366076
Marble House Eatery,Burnaby,49.2294464,-123.0044077,3.8,0,33788.89,11655.46,39.43,31,84.53596543318454
Earls Kitchen + Bar,Burnaby,49.2279486,-123.0027748,3.9,0,33473.68,10719.99,39.53,27,95.04734729991688
Hart House Restaurant,Burnaby,49.23804,-122.96671,3.6,0,43120.0,1371.52,27.41,3,201.1590523549599
Anatolia's Gate Restaurant,Burnaby,49.2183151,-122.9579254,3.8,0,36696.3,9483.63,34.69,6,24.522354696911258
Agra Tandoori Restaurant,Burnaby,49.25443,-123.02066,3.9,0,38320.0,2574.45,28.44,7,73.67580303984616
Golden Pita Lebanese Restaurant,Burnaby,49.2531819933441,-122.897602039217,4.2,1,39330.0,6122.74,36.79,11,55.44299163381336
Saffron Indian Cuisine,Burnaby,49.2311623,-123.0085405,3.8,0,34411.11,8326.47,37.23,22,40.095965213740776
Gaon  Korean Cuisine,Burnaby,49.223246,-122.982823,4.1,1,35010.0,5508.89,39.07,11,48.681159544549885
Bow & Stern,Burnaby,49.2681023,-123.0000943,3.7,0,40866.67,6686.64,45.36,20,195.86641049604037
Adam's Crepes,Burnaby,49.2149649,-122.9880349,4.6,1,36630.0,4651.66,35.77,5,33.07828218617082
Mongo Bongo,New Westminster,49.2135179,-122.9193884,3.9,0,42781.25,6773.7,28.82,37,31.935530902596696
Kimbap Cheonguk,Coquitlam,49.2446982,-122.8918313,4.4,1,37828.57,4496.36,36.55,28,59.7410003891559
Fraser Park Restaurant,Burnaby,49.1941802,-122.9979206,4.2,1,46000.0,97.3,26.15,0,223.78084948510548
Viva Sue Pizza,Burnaby,49.2391579,-122.9625575,4.2,1,44600.0,2071.61,28.33,3,99.88935655239521
Aroma Eatery,Burnaby,49.228417734136464,-123.00491628393937,4.4,1,34248.65,8985.11,39.16,32,68.97533659143839
The Hungry Tiger,Burnaby,49.26692129016968,-123.00645179117195,4.5,1,42440.0,6719.06,47.4,23,137.07119221166298
Shanghai Fortune Cuisine,Burnaby,49.22954179328731,-123.0046759319506,3.9,0,33954.29,12329.57,39.62,31,75.49461618849132
Balkan House,Burnaby,49.22219,-122.94393,3.4,0,35641.38,6502.64,32.3,11,53.821362693542596
Chicko Chicken Korean Style,Burnaby,49.2191861,-122.9505083,4.1,1,35827.59,8974.74,34.08,9,10.241075923138899
L'Artista,Burnaby,49.281231129459975,-123.0188885,4.0,1,41911.11,4951.6,27.37,16,17.0807312911245
The Bao Place,Burnaby,49.21942124951652,-122.9500496,4.3,1,35827.59,8974.74,34.08,10,23.435778095054633
Butchers Block BBQ,Burnaby,49.28129,-123.01453,3.8,0,41385.71,5259.68,27.72,20,68.4656790233383
Cazba Persian Grill,Burnaby,49.2681624665858,-123.00058007240295,3.3,0,41692.31,6649.43,46.58,20,180.27508414456565
Sushi U,Burnaby,49.2654624429451,-122.978147623681,4.5,1,39566.67,3498.82,28.95,3,105.42015742716022
Olove Greek Kitchen,Burnaby,49.2804849,-122.9779067,4.0,1,38189.47,1934.91,28.67,2,133.96709030175688
La Forêt,Burnaby,49.2212819390063,-122.995836958493,3.7,0,33271.43,8714.52,42.14,1,188.95211046517792
Cayenne Bistro & Grill,Burnaby,49.2213856,-122.9309353,4.8,1,38816.0,5363.64,26.69,7,23.449188942580275
Tap & Barrel - Brentwood,Burnaby,49.26741280132382,-123.00188253558166,4.2,1,41685.71,6598.09,46.03,20,83.38683332821836
Afghan Turkish Cuisine,Burnaby,49.2807738,-123.0028986,4.0,1,38016.67,4816.52,27.28,11,43.035282672976436
Pearl Hot Pot,Burnaby,49.2188387,-122.964481,3.3,0,36730.77,6991.83,32.62,8,61.37495804899288
Big Way Hot Pot,Burnaby,49.23150769999999,-123.0094545,3.6,0,34411.43,7981.39,37.47,22,18.542283816402364
Nén,Burnaby,49.224096740087546,-122.9416219,4.2,1,36333.33,5633.45,31.64,11,24.83212547585518
Taku Japanese Kitchen,Burnaby,49.21462,-122.98827,4.7,1,36630.0,4651.66,35.77,5,36.20218975749076
Hello Nori,Burnaby,49.26780681630291,-123.00235434393312,4.1,1,41685.71,6598.09,46.03,20,45.602421025928436
Kozak Ukranian Eatery,New Westminster,49.2114757572234,-122.918422905028,4.4,1,43474.29,7168.23,30.17,37,4.263127399654022
Barcelos Flame Grilled Chicken,Burnaby,49.19813330438935,-122.97878590283268,3.8,0,42400.0,151.96,24.57,2,107.36670258915599
Maruhachi Ra-men,Burnaby,49.2244919,-122.9878563,4.0,1,33854.55,6927.73,41.32,16,45.96108973774798
Patsara Thai Restaurant,New Westminster,49.204305,-122.908055,4.0,1,45314.29,9737.79,43.54,31,67.5763603966249
Indian Wok,Burnaby,49.2248408,-122.9884673,4.2,1,33826.09,6302.41,39.94,15,15.330352062064133
Sushi Garden Japanese Restaurant,Burnaby,49.2291877,-123.0013312,3.4,0,33700.0,11750.85,40.42,27,66.51905183047045
Gyubee Japanese Grill,Richmond,49.1712466,-123.1351984,4.3,1,29482.35,7175.94,36.75,40,156.18427664862682
Hooray Cafe & Coffee Lab,Burnaby,49.24362,-122.969446,5.0,1,37160.0,1767.4,25.5,2,179.67660556729916
Kimshaker,Burnaby,49.2332,-123.013747,4.5,1,35715.15,7085.54,36.3,6,97.68072866858914
#CHIBOP,Burnaby,49.2677387,-123.0064866,4.5,1,41963.64,6709.49,46.76,23,196.9007794791919
Pinoy Cravings,Burnaby,49.21947050000001,-122.9499774,4.4,1,35827.59,8974.74,34.08,10,22.23797168882622
Chongqing,Burnaby,49.22671131459038,-122.99363543518692,3.4,0,32141.67,9633.84,42.42,14,31.32503834109909
Zaaki Cuisine,New Westminster,49.2131145,-122.9200483,4.6,1,42805.71,6858.32,28.93,37,35.224333949416874
El Comal,Burnaby,49.247876818077,-122.940112248954,3.9,0,42800.0,844.53,22.86,1,351.8964206451858
H&P Noodle House,Burnaby,49.281271,-123.015823,3.7,0,41357.14,5283.1,27.55,21,34.123567014124866
BIN 4 Burger Lounge,Burnaby,49.2641572,-123.022698,4.0,1,35620.0,4635.55,40.89,2,62.43334108167189
Simba’s Grill,Burnaby,49.2545127,-123.0231251,4.0,1,37911.11,2848.93,28.8,7,25.3621457535035
Pho Hong Vietnamese Restaurant,Burnaby,49.2213203,-122.9769818,2.9,0,36294.74,5076.48,33.98,4,110.31028575075307
No.1 Beef Noodle House,Burnaby,49.2425291,-123.004037333135,3.4,0,38830.77,2617.73,27.29,1,40.11108531161049
Porker Face,Burnaby,49.266783,-123.004713,4.4,1,42440.0,6719.06,47.4,22,130.68217287710726
Taverna Greka Restaurant,New Westminster,49.2049414,-122.9043168,4.1,1,45386.67,10691.55,47.19,15,53.540332482576936
Sushi Modo,Burnaby,49.225836,-122.937422,4.3,1,37336.36,5264.4,29.36,6,61.59187603503072
Manjal South Indian Kitchen,Burnaby,49.2232674,-122.9428279,4.4,1,36169.23,5831.63,32.12,12,22.6373349510798
Pizza Garden,Burnaby,49.2252262,-123.0037541,4.0,1,33366.67,11336.84,40.83,20,57.80952378039513
X-Site Grill & Bistro,Burnaby,49.2811349,-122.9993576,3.8,0,38533.33,4488.77,27.64,10,100.86306327871195
Galbi Korean BBQ Kingsway,Burnaby,49.23111096061143,-123.00824046134947,4.2,1,34411.11,8326.47,37.23,25,35.19776538423224
The Gray Olive Cafeteria,Burnaby,49.2807699,-123.01164,4.1,1,40544.0,5347.52,26.59,20,132.5511231088864
Amay’s House,Vancouver,49.23446,-123.036137,4.3,1,35038.1,9737.98,36.45,6,4.072036613046238
WhataFood Brazilian Street Food,New Westminster,49.2010175,-122.9131833,4.5,1,44968.42,13227.66,41.0,52,6.8001744146766505
Eggbomb+,Burnaby,49.249826470737425,-122.8948839,3.7,0,37657.14,7362.69,38.43,18,172.3751768616629
Cioffi's Meat Market & Deli,Burnaby,49.280911944717026,-123.012598,3.7,0,40444.44,5389.34,27.92,21,61.6814642492736
Just Waffles,Vancouver,49.28128196346295,-123.02744138985872,4.5,1,40990.48,3543.92,28.77,3,75.43440879827192
CM Chicken,Burnaby,49.22732659553047,-122.99451665152054,4.3,1,32644.44,9287.55,42.23,12,30.1107818267113
Neptune Palace Seafood Restaurant,Burnaby,49.266865847917686,-123.0015548426112,3.4,0,41692.31,6649.43,46.58,20,33.13434358342767
The Ramen Butcher,Burnaby,49.28095998860335,-123.002488217313,3.3,0,37913.04,4801.3,27.12,12,22.669933107870364
Cactus Club Cafe,Burnaby,49.26671212,-123.01085799,3.7,0,42150.0,6435.25,47.48,14,103.3283398411765
Toyo Sushi,Burnaby,49.2809392,-123.0168779,4.2,1,41386.67,5350.25,27.79,19,27.96654873520269
2025 Cafe,Burnaby,49.226765,-122.993594,4.3,1,32141.67,9633.84,42.42,14,38.00867538728596
Fung May,Burnaby,49.2288939318384,-123.004783375498,3.4,0,34248.65,8985.11,39.16,32,80.04942861832646
Anton's Pasta Bar,Burnaby,49.28072,-123.00984,3.5,0,39917.24,5180.7,26.93,17,61.890431926883295
La Forchetta,Burnaby,49.2804691698666,-122.982101999223,3.8,0,38880.0,2002.18,28.08,2,22.02923746701148
Sushi On,Burnaby,49.22336826591775,-122.9432077,4.2,1,36128.0,5858.94,32.25,11,35.1028410234469
Onggi Korean Cusine,Burnaby,49.24377273960674,-122.8933061286807,4.1,1,37920.0,4384.91,36.17,28,65.43782906968416
Happy Lamb Hot Pot,Burnaby,49.2280567,-122.9973696,3.4,0,32884.85,10455.46,42.51,15,58.78199355300561
Sushi Yoi,Burnaby,49.2678773,-123.0061449,3.3,0,41963.64,6709.49,46.76,22,203.9513672948788
Joy Sushi,Burnaby,49.2643086657704,-123.010636587766,3.9,0,44800.0,7341.65,48.95,11,218.85821564102002
Big Star Sandwich,Burnaby,49.2545219768061,-123.02208635956,4.1,1,38025.0,2657.67,28.48,7,50.131625718224726
Sopra Sotto Pizzeria,Burnaby,49.280939601557584,-123.0155725,3.9,0,41357.14,5269.64,27.98,21,14.694963996648925
Afghan Kabul Kebab Donair,Burnaby,49.2808,-123.01483,4.9,1,41385.71,5259.68,27.72,20,40.6972879737401
Sushi Garden,Burnaby,49.2191,-122.96725,3.4,0,36424.0,5902.92,33.02,6,33.56657660330494
Hanwoori Korean Restaurant,Burnaby,49.22153,-122.9806,3.4,0,35370.0,5452.68,37.24,5,78.17411544884017
Pokerrito,Burnaby,49.22800794065202,-123.00332564860584,4.4,1,33473.68,10719.99,39.53,28,55.370708254908855
Joyful Seafood Restaurant,Burnaby,49.2227211,-122.981444,3.7,0,35327.27,5390.37,38.64,6,81.27384155387965
Sushimoto,Burnaby,49.26404,-122.98135,3.8,0,39920.0,3569.42,30.46,4,49.99865841229722
John 3:16 Malaysian Delights,Richmond,49.1641317,-123.1362195,4.1,1,32036.36,11901.2,28.93,22,15.526027624298763
50's Burgers,Burnaby,49.22481,-122.94043,3.6,0,36036.36,5838.79,30.11,10,60.98780764611987
Kim's Korean Waffles and Pancakes,Burnaby,49.24391068955245,-122.89353297814628,4.6,1,37920.0,4384.91,36.17,28,68.50254688015328
New Mandarin Seafood Restaurant,Vancouver,49.2430789410403,-123.062085096174,4.1,1,34761.11,7531.35,33.7,2,59.61777506768253
Paramount BBQ,Vancouver,49.2356958673,-123.0388355,4.3,1,34754.55,8801.52,34.45,5,76.36214963417898
1003 Brunch & Dessert,Burnaby,49.22447173359129,-122.9899072,4.1,1,33391.67,7172.09,40.64,16,96.7283960153684
Crema Ice Cream,Burnaby,49.2806828,-123.0027499,4.6,1,38016.67,4816.52,27.28,11,50.01400425960704
Earls Kitchen + Bar,Burnaby,49.266914,-123.00164,3.7,0,41692.31,6649.43,46.58,20,34.03309412893801
Grand Neptune,Burnaby,49.25664639970632,-123.00692304419928,3.6,0,38457.14,1059.86,24.93,5,321.7638076702869
Jejudo,Burnaby,49.2439366,-122.8942123,3.5,0,37657.14,4514.42,36.63,28,111.1195672742824
Mumbaiyaa Street Foods,Burnaby,49.28087,-123.012439,4.7,1,40444.44,5389.34,27.92,21,73.62661658991756
Desi Turka Indian Cuisine,Burnaby,49.220269,-122.929508,3.9,0,39200.0,5620.64,25.92,7,15.050497167850285
Zhengxin Chicken,Burnaby,49.22568597280459,-122.99036927116394,4.4,1,32480.0,8436.71,41.54,14,56.267689514369046
Burnaby Palace Restaurant,Burnaby,49.25629080307701,-123.0231239309792,3.4,0,37235.29,2714.87,28.98,7,55.81462272145086
Arbab Kabab House,Burnaby,49.2225463822872,-122.948696562034,4.5,1,35266.67,7236.25,33.42,15,223.16352201359987
Fish With You,Burnaby,49.2290085,-123.0050498,4.5,1,34311.11,9118.39,39.18,30,59.2579236306637
Kinton Ramen,Burnaby,49.26516271205861,-123.01395302883246,4.6,1,41400.0,4779.44,42.85,5,32.9814887535957
Obanhmi,Burnaby,49.22666302506524,-122.992865704,4.4,1,32141.67,9633.84,42.42,14,73.05651299544418
K Chicken,Burnaby,49.2598,-122.98352,4.4,1,39880.0,3656.46,39.05,1,93.37824240586832
Green Leaf Sushi,Vancouver,49.231545,-123.030967,3.8,0,35481.08,9805.43,36.54,6,70.13128538894078
A Fang Little Basket Bao,Burnaby,49.2540264,-122.8939025,4.3,1,38136.84,7484.91,40.21,11,63.172329586261995
Motonobu Udon,Vancouver,49.2813968,-123.0280718,4.2,1,41263.16,3530.19,29.17,3,69.1878454650198
Pelicana Chicken,Burnaby,49.2526660046984,-122.898108288646,4.5,1,39388.89,5947.49,36.07,11,82.25960121500216
Suren,Burnaby,49.28077012720069,-122.9993509501219,4.0,1,38527.27,4560.72,28.08,10,107.66731873930956
Pho 68,Burnaby,49.21909455120672,-122.9501638028932,3.6,0,35864.29,9203.37,34.13,9,24.998766955523394
Cafe 106,Burnaby,49.2237644468902,-122.988622382664,4.3,1,33828.57,7022.97,41.54,17,106.68317373902099
Sizzle Pan Korean BBQ,Burnaby,49.22334,-122.9428956,4.5,1,36169.23,5831.63,32.12,12,31.635003349482883
My Greek Taverna,Coquitlam,49.23707629280225,-122.86929574290268,4.0,1,41563.64,3406.59,28.65,6,100.12327045098344
Sushi S Japanese Restaurant,Burnaby,49.2425418,-123.0036195,3.9,0,38830.77,2617.73,27.29,1,10.392623100421352
Bastion Coffee Kitchen,Burnaby,49.25150479712613,-122.96734118404277,4.7,1,31400.0,870.76,23.55,0,169.9806031525234
Five Loaves Two Fish,Burnaby,49.243660551091,-122.892771530688,5.0,1,37920.0,4384.91,36.17,28,25.716253559448628
Waves Coffee House,Burnaby,49.218691,-122.95177,3.9,0,36246.67,9055.89,34.04,10,102.02595812920137
Watashi Sushi & Kitchen,Burnaby,49.21917086397983,-122.9505995,4.4,1,35827.59,8974.74,34.08,9,10.826474495948048
Queen's Meat & Deli,New Westminster,49.2135565,-122.9106876,5.0,1,44837.04,7597.15,32.89,0,31.22705598551098
The Auntie Bakery & Deli,Burnaby,49.21454989740626,-122.9881238,4.5,1,36630.0,4651.66,35.77,5,38.743238659519776
Rens Cafe & Bistro,Burnaby,49.28118134,-123.0184021,4.1,1,41771.43,5336.8,27.68,16,27.135009484283444
KnChicken,Burnaby,49.2240572,-122.9412991,4.1,1,36191.3,5998.93,31.74,11,27.14840306778136
The Sobu Social,Burnaby,49.22476479128216,-123.00252165352516,4.3,1,33220.51,10507.41,40.44,12,47.89353811036215
Old Farmhouse Kitchen,Burnaby,49.1890394,-122.9801939,4.7,1,,,,0,39.78317200398705
Pho Den,Burnaby,49.21985466539446,-122.970256331213,3.9,0,36936.36,5314.99,33.49,5,86.89345573828749
A Kabul Shawarma Donair,Burnaby,49.219092,-122.95063,4.7,1,35827.59,8974.74,34.08,9,8.863528650696532
Cactus Club Cafe,Burnaby,49.2020089718037,-122.981729507446,3.7,0,41000.0,278.11,24.71,3,77.56256967994378
Cup & Bun Cafe,Burnaby,49.28131,-123.01927,4.5,1,41911.11,4951.6,27.37,16,18.62481291684717
L’Onore Pizza,New Westminster,49.21402,-122.89781,4.6,1,48044.44,5521.6,34.25,2,134.26409648357887
La Querida,Burnaby,49.22946626623539,-123.0052947,4.5,1,34365.71,9341.12,39.39,30,32.434141407437174
Kiss Yo Mama Jamaican Soul Food,Burnaby,49.2218051,-122.993553,4.5,1,33966.67,8820.06,42.9,9,337.8205278664437
Fior di Latte,Burnaby,49.2811681929463,-123.010165952146,4.4,1,40000.0,5264.38,26.68,19,66.01990921528358
Canffle,Vancouver,49.2322894,-123.0268249,4.2,1,35844.44,7305.27,36.32,5,63.406476836790155
Mr Beggar Grill,Burnaby,49.22673152328965,-122.9930263,4.8,1,32141.67,9633.84,42.42,14,65.28552148565507
Noon & Reyhoon,Burnaby,49.2805071,-122.9656995,5.0,1,35500.0,3352.88,29.86,2,28.50927459341737
Nadri,Burnaby,49.24422521917205,-122.89498981978466,4.1,1,37657.14,4514.42,36.63,28,161.09116223486808
DooBoo,Burnaby,49.2185949,-122.9607043,4.0,1,36792.86,8849.52,34.85,6,52.62690781942155
Ramies Greek Restaurant,Burnaby,49.231676,-123.0088067,3.4,0,34375.76,7908.93,37.98,22,52.52872005545192
Dumpling King,Vancouver,49.23125,-123.02943,4.4,1,35881.08,7398.3,36.45,5,118.05250275358078
Govinda's Dining,Burnaby,49.2062073,-122.9848175,4.6,1,36860.0,3827.5,28.38,0,37.35956212811371
The Spud Shack Fry,New Westminster,49.20095020309591,-122.91302027887068,4.0,1,44968.42,13227.66,41.0,52,14.05075523991516
Peaked Pies,Burnaby,49.28077,-123.01351,4.1,1,41089.66,5204.71,27.68,21,20.871528983995006
The Tannenbaum Restaurant,New Westminster,49.201090932901955,-122.9177160369112,4.0,1,43616.67,12330.37,40.15,37,123.16062884063106
Pho Mr Do,Burnaby,49.2808770975745,-123.0018146,4.4,1,38236.36,4731.51,26.71,11,2.7808679904157816
Old Xian's Food,Coquitlam,49.24940624116793,-122.89219435304402,4.6,1,37725.0,6448.87,38.82,16,104.94055841983601
The Old Bavaria Haus,New Westminster,49.208524,-122.914146,3.2,0,43675.68,9306.59,38.35,12,28.406884950763263
Take Sushi,Burnaby,49.2808697,-123.0019918,3.9,0,38266.67,4781.6,26.68,11,12.210694259551248
Vadapav Mirchi By Geeta,New Westminster,49.20864846389665,-122.94274322034968,4.5,1,41040.0,4918.31,30.5,0,236.91462277921508
May Rice Roll & Congee,Burnaby,49.28088365265892,-123.0018964,3.9,0,38121.74,4764.06,26.71,11,5.148123146482853
Bliss Cafe,Burnaby,49.23131,-123.00558,4.1,1,33929.41,10663.07,38.09,28,85.47484370407935
Gaya Korean Restaurant,Burnaby,49.2147215,-122.9873304,3.8,0,36880.0,4691.75,35.84,5,90.3723460118369
Mui Garden - Kingsway,Burnaby,49.2281613,-122.998205,3.8,0,33023.53,10761.8,41.64,25,31.32395656265571
Conte Food Importers,Burnaby,49.1930765013523,-122.971642618571,4.4,1,38800.0,679.8,22.38,0,47.97831302543675
Yummy Bao,Burnaby,49.2296962,-123.0043174,4.3,1,33788.89,11655.46,39.43,31,95.90126875646203
Taste of Splendour,Burnaby,49.25518,-123.0087,4.1,1,39800.0,1593.43,25.72,3,176.5122352864504
Park Crest Diner,Burnaby,49.26536,-122.97789,3.8,0,39566.67,3498.82,28.95,3,85.51298466768205
Boba Time Cafe,Burnaby,49.221257,-122.988502,3.9,0,34685.71,6430.9,39.75,11,127.6200433067859
Juillet Cafe,Burnaby,49.2448537809919,-122.89281354352,3.9,0,37828.57,4496.36,36.55,29,64.42812729494617
Ambit Cafe,Burnaby,49.2801451,-122.9681537,3.9,0,35630.77,1641.36,30.71,2,78.92713536522182
Kamini's Corner Cafe,New Westminster,49.21256260644152,-122.9363049723874,4.4,1,39977.78,6816.18,28.79,9,28.326621928166347
Ricky's Café,Burnaby,49.265735924672,-123.00574472331364,3.5,0,43350.0,6948.55,48.74,23,176.57115523584463
Presso Cafe,Burnaby,49.2808974,-123.0112123,4.6,1,40544.0,5347.52,26.59,19,144.04154226632005
GARDENWORKS at Mandeville,Burnaby,49.20673806,-122.99827474,3.5,0,40066.67,2998.32,27.46,0,115.30874617809441
Nemesis Coffee,Coquitlam,49.27395738471851,-122.79641453824804,4.4,1,37700.0,4818.32,29.97,11,203.92705224016933
Jim's Cafe,New Westminster,49.2120564,-122.9192509,3.9,0,43440.0,6987.53,29.91,38,36.64650885894658
Tera’s Bean,Burnaby,49.26761369497343,-123.0034919,4.1,1,42100.0,6741.8,46.55,21,9.893423996322841
You N Me' Cafe,New Westminster,49.2130212951451,-122.9370087,5.0,1,39666.67,6247.41,29.47,8,50.19712650672025
Waves Coffee House,Burnaby,49.231581,-123.009732,3.3,0,34411.43,7981.39,37.47,22,17.509347880875712
Flavor Balance Espresso Bar,New Westminster,49.21223,-122.9205,4.3,1,42937.14,7956.73,29.95,38,82.64344125518681
La Foret,Coquitlam,49.249287974841025,-122.85944733251488,4.2,1,39311.11,3830.66,27.58,18,96.67271207637616
Ruex Cafe & Bar,Surrey,49.1808237,-122.8448423,4.0,1,35437.5,6048.78,41.39,7,43.83693548297802
Coasters Coffee,New Westminster,49.20435909515937,-122.9090041723834,4.3,1,45216.67,10564.71,41.07,37,11.686404107103089
The Cafe,Burnaby,49.2582184,-122.9219579,5.0,1,43600.0,1189.33,23.61,0,378.04881137424013
