store_name,city,latitude,longitude,target_rating,target_is_successful
Donair Star,New Westminster,49.2083493,-122.93167515413184,4.0,1
Kioku Kitchen,New Westminster,49.2015316664854,-122.9134644,4.4,1
Tina Vietnamese Cuisine,New Westminster,49.20230997138088,-122.91254500292511,4.5,1
Victoria Sushi,New Westminster,49.213378,-122.89888,4.0,1
Sushi Heaven,New Westminster,49.2306827,-122.8929216,3.8,0
4 Seasons Chaat House,New Westminster,49.210675,-122.917569,3.8,0
Shawarma Corner,New Westminster,49.2029499,-122.9086533,4.5,1
Stefanos Restaurant,New Westminster,49.2054199,-122.90424,3.0,0
Balai in the Borough,New Westminster,49.19034444678847,-122.949241,3.8,0
Shiok,New Westminster,49.208416,-122.931803,4.6,1
Sichuan Yummy Food - Wonton House,New Westminster,49.20607,-122.92832,4.7,1
Big Way Hot Pot,New Westminster,49.20104990676527,-122.91260437496537,4.6,1
Pizzeria Ludica,New Westminster,49.2040696455815,-122.909304314068,3.5,0
Bubble World,New Westminster,49.2048187,-122.9100876,3.3,0
Pho Chan,New Westminster,49.2228583293267,-122.914227216925,3.8,0
Woomi Sushi,New Westminster,49.2225852,-122.914627,4.3,1
FusionCore Japanese Eatery,Burnaby,49.2194467307934,-122.927554920316,3.9,0
Greens & Beans Deli,New Westminster,49.2229306,-122.8931559,4.3,1
Royal Tandoori Indian Restaurant,New Westminster,49.20512,-122.90983,3.7,0
Abyssinia Ethiopian Restaurant,Burnaby,49.2224351,-122.9437792,3.9,0
Sora Sushi House,New Westminster,49.20252,-122.91375,4.5,1
Papa Johns Pizza,New Westminster,49.21329659729184,-122.91968736842949,3.1,0
The Chopped Leaf,New Westminster,49.2122867,-122.9190461,3.5,0
Pho Angkor Noodle House,New Westminster,49.2012551,-122.9169549,4.5,1
Pizza Pizzeria,Burnaby,49.2308488,-122.9058827,4.2,1
Katsuya,Coquitlam,49.26175,-122.89038,4.4,1
Gong cha,New Westminster,49.2005508,-122.9151912,4.5,1
Kojima Sushi,New Westminster,49.2106056213379,-122.917495727539,2.8,0
Serious Coffee,New Westminster,49.20049907250124,-122.91531119692567,4.2,1
Hi Dozo Sushi,New Westminster,49.212302836833665,-122.9218728,3.1,0
Ho Fung,New Westminster,49.215071,-122.9227783,3.5,0
Mean Poutine,New Westminster,49.21308,-122.91995,4.3,1
Pamola Bakery and Deli,New Westminster,49.2000426090809,-122.911609739566,3.7,0
gastronomia Italia,New Westminster,49.20325393435578,-122.90812679573745,4.4,1
The Peri Peri Shack,New Westminster,49.20985443619279,-122.91650641534834,4.0,1
Chan's Garden,New Westminster,49.2298584,-122.8930588,3.7,0
Royal Crown Pizza,New Westminster,49.2084010373217,-122.920245955181,3.9,0
Quayside Tiki Bar,New Westminster,49.20015,-122.9117,4.0,1
Moodswing Coffee And Bar,New Westminster,49.2022517,-122.9085935,4.0,1
The Boathouse Restaurant,New Westminster,49.1995806,-122.9128469,2.4,0
Saigon Ivy,New Westminster,49.21207002304541,-122.91928025557237,3.4,0
Dutch Anchor Restaurant,New Westminster,49.19446139999999,-122.9279768,3.3,0
New Lakeview Seafood & Wunton,Burnaby,49.2204185639885,-122.930049553083,3.3,0
Rong Rong Tea House,New Westminster,49.2025566,-122.913414,3.7,0
Mediterranean Donair House,New Westminster,49.215202,-122.9225917,3.8,0
The Taco Factory,New Westminster,49.22904,-122.89241,3.4,0
Indian Bombay Bistro,Burnaby,49.2231570510965,-122.932603361937,3.9,0
Togo Sushi,New Westminster,49.2010569283793,-122.913864420441,3.5,0
Galbi Korean BBQ,New Westminster,49.20165048669456,-122.91409,5.0,1
Pho Ace,New Westminster,49.2131832,-122.9197982,4.0,1
Sushi Farm,New Westminster,49.2118195905541,-122.924703396857,4.1,1
Steve’s Poké Bar,New Westminster,49.22412,-122.89235,3.8,0
Nashville Hot Chicken,New Westminster,49.20631,-122.92821,1.0,0
Peranakan Kitchen,New Westminster,49.206320079356665,-122.92838104069232,5.0,1
Indian Courtyard Restaurant,New Westminster,49.2081197,-122.93072195981303,3.6,0
Khob Khun Thai Cuisine,Coquitlam,49.249218,-122.858859,4.3,1
White Spot  - New Westminster,New Westminster,49.21307852784236,-122.92103836949718,2.9,0
The Notorious Grey Fox,New Westminster,49.2181945291168,-122.89461974054575,3.5,0
Gino's Restaurant,New Westminster,49.2296123,-122.8930169,3.5,0
Kurry Wala,Burnaby,49.22184,-122.930963,4.2,1
Sushi Hinode,New Westminster,49.202381,-122.912609,4.7,1
Browns Socialhouse Brewery District,New Westminster,49.2250086337406,-122.892624952746,3.4,0
Hi Five,Burnaby,49.23062773,-122.9063846,3.4,0
JOEY Coquitlam,Coquitlam,49.2457652,-122.89261,4.0,1
Plato Filipino,New Westminster,49.2005652,-122.9151592,3.0,0
The Flapper Lounge,New Westminster,49.2025634283609,-122.91249129921196,4.7,1
Kirin Restaurant,New Westminster,49.1867640831858,-122.955329577009,3.5,0
New West Pizza,New Westminster,49.18402,-122.95018,4.2,1
Oh! Zzhu Sam,Burnaby,49.2219905,-122.9446256,4.2,1
De Dutch,New Westminster,49.200425,-122.917656,3.1,0
Afghan Chopan Restaurant,Surrey,49.147471095003574,-122.86530131592922,3.9,0
The Babs Kitchen & Brunch Cafe,New Westminster,49.230246778663854,-122.87929274820038,4.0,1
Pho 99,New Westminster,49.21049,-122.93353,3.1,0
Pizza Garden,New Westminster,49.2015796,-122.91292850381413,3.6,0
Itilia Kitchen & Bar,New Westminster,49.20002557750679,-122.9117314,3.5,0
Dehls Gourmet,New Westminster,49.1997935,-122.9132011,4.7,1
Fresh Sushi Roll,New Westminster,49.2133039,-122.9207809,2.8,0
Kimshaker Foodhub,New Westminster,49.2127294,-122.92236920446156,4.0,1
Tasty Planet,Burnaby,49.2191693,-122.9276451,4.4,1
Ole Ole Mexican Deli,New Westminster,49.21157,-122.93511,3.5,0
District Taphouse,New Westminster,49.2289699,-122.89308,3.2,0
Nam Vegan,Burnaby,49.2308613,-122.905859,4.6,1
Golden Samosa Bakery,Surrey,49.15395,-122.86205,4.3,1
Bruncheria,New Westminster,49.2319,-122.89233,3.5,0
Grill N More,New Westminster,49.2124671,-122.92136,0.0,0
The Wild Fig Restaurant,Coquitlam,49.246542194237044,-122.89164322883553,3.4,0
Cacao Mexican Food,New Westminster,49.2030652,-122.9074944,4.0,1
On & Off,Coquitlam,49.24863875402061,-122.81714619874644,3.8,0
Waves Coffee House,New Westminster,49.2021378,-122.9101707,3.1,0
Kalash Indian Kitchen,New Westminster,49.1849,-122.949233,4.6,1
Bluefin Sushi,New Westminster,49.22665044765496,-122.89299105765632,3.6,0
Naan Club Modern Indian Bistro,Coquitlam,49.2338484,-122.8537229,4.6,1
The 23 House Banh Mi,New Westminster,49.202775,-122.91106453435881,5.0,1
Chungchun Rice Dog,New Westminster,49.20095433407661,-122.91446209325427,4.3,1
Tora Sushi,New Westminster,49.1912222,-122.9462299,2.7,0
Tabanani Cuisine,New Westminster,49.19986556961975,-122.9133677110076,5.0,1
Saku,Coquitlam,49.262560181685686,-122.8892912429378,4.3,1
Kokoro Tokyo Mazesoba,Coquitlam,49.2508308,-122.8926851,4.1,1
A&W,Burnaby,49.21369050533086,-122.93895013853907,4.6,1
Boston Pizza,New Westminster,49.200572324849,-122.918331664376,2.3,0
Grandt Kitchen,Surrey,49.189707024899,-122.846393287182,3.9,0
McDonald's,New Westminster,49.2123616960379,-122.918872872422,2.5,0
Mineiros Brazilian Bistro,Burnaby,49.22228570000001,-122.9438174,4.1,1
Golden Parrots Pub,Coquitlam,49.23296,-122.82035,4.3,1
Sushi Mura,Coquitlam,49.24253556,-122.89257508,4.7,1
DL Chicken,New Westminster,49.20233,-122.92738,5.0,1
Morning Tide Eatery,Coquitlam,49.2370123799837,-122.852788790242,4.5,1
Popeyes,Burnaby,49.21372,-122.93885,2.9,0
Pizza Art,Burnaby,49.21867,-122.95386,4.0,1
Passenger Cafe,New Westminster,49.200772,-122.9128591,4.0,1
TMFOX Cafe,New Westminster,49.210531,-122.9337946,2.0,0
Chai Coffee Company,Surrey,49.204153352896995,-122.8718295,4.8,1
Chaiiwala Of London - King George Hub,Surrey,49.183129,-122.84476,4.5,1
BG Urban Cafe,New Westminster,49.2264137268066,-122.901428222656,0.0,0
Chaiiwala of London,Surrey,49.14829,-122.86628,3.9,0
The Loop Cafe,New Westminster,49.20182,-122.91405,0.0,0
Caffe Reggio,Coquitlam,49.23690507421246,-122.8705096,4.7,1
The Brew Estate Cafe & Kitchen,Surrey,49.165126,-122.8897187,4.5,1
Homespun Cafe,New Westminster,49.22568,-122.8930249,1.0,0
Waves Coffee House,Surrey,49.19847,-122.851331,3.5,0
Corner Cafe,New Westminster,49.225357,-122.8933213,3.0,0
Kap’s Cafe,Surrey,49.15744608410078,-122.89004916926463,4.5,1
Cafe Log,New Westminster,49.20128876194589,-122.91272218650852,1.0,0
Brownvibe Cafe,Surrey,49.1492,-122.86563,0.0,0
Fuel Cafe,Coquitlam,49.2274699,-122.83736,2.0,0
Chaiiwala,Burnaby,49.27807222953898,-122.90977293603744,4.0,1
Nemesis,Surrey,49.18862920359811,-122.85131372327882,0.0,0
Drippy Desserts,Surrey,49.150338497592806,-122.8898041,0.0,0
C4U Cafe,Coquitlam,49.261591,-122.887833,0.0,0
Cafe Tehroon,Coquitlam,49.2486,-122.81791,0.0,0
JD Café,Coquitlam,49.2492230474632,-122.858835048974,0.0,0
Coffee News Bc,Burnaby,49.20028,-122.98532,0.0,0
Watt's for Lunch,Burnaby,49.21070551163732,-122.95778668465525,3.0,0
Harmony Cafe,Burnaby,49.249725139064815,-122.89458889325427,3.0,0
Ambar Surrey  Restaurant & Dhaba,Surrey,49.1282148,-122.8451664,4.5,1
Afghan Kitchen South Surrey,Surrey,49.0445839,-122.7766512,4.6,1
The Carvery Sandwich Shop,Surrey,49.04649,-122.79411,4.5,1
Vault Restaurant,Surrey,49.10711,-122.73478,3.9,0
New York New York,Surrey,49.118524,-122.801402,3.8,0
Old Surrey Restaurant,Surrey,49.13376877137055,-122.84896724397012,4.3,1
Yugafu Japanese Bistro,Surrey,49.12598822369157,-122.70117985561906,5.0,1
Sabai Thai Restaurant,Surrey,49.1909867,-122.8065349,4.0,1
Maruhachi Ra-men,Surrey,49.167891,-122.800795,4.7,1
Dragon Village Restaurant,Surrey,49.10558,-122.73478,4.3,1
Chuihong,Surrey,49.19184,-122.78787,4.2,1
Tap Restaurant,Surrey,49.06362140752368,-122.7971484,4.2,1
Seoul Grill House,Surrey,49.18662844935571,-122.80218576441264,3.4,0
Yory Korean Cuisine,Surrey,49.1569241,-122.7809906,4.4,1
Dragon Wok,Surrey,49.134925,-122.843366,5.0,1
Ruby Siam Thai Kitchen,Surrey,49.1064009,-122.7352826,4.3,1
Texx Big Burger,Surrey,49.189932,-122.841323,4.1,1
Chopsticks On Pho,Surrey,49.1044634,-122.7986729,3.8,0
Ato Sushi Bar Kitchen,Surrey,49.1029789,-122.8008651,4.6,1
Hooked Fish Bar,Surrey,49.0523737,-122.8846858,3.1,0
Ken's Cafe,Surrey,49.105785,-122.735295,4.7,1
The Cabin Restaurant,Surrey,49.0528603,-122.8809814,3.4,0
Umami Sushi,Surrey,49.1191614520774,-122.73165560105,3.9,0
OZen Japanese Restaurant,Surrey,49.18581633703874,-122.79991012209054,4.3,1
Cactus Club Cafe,Surrey,49.0604907475,-122.804682831,4.0,1
Katsu San,Surrey,49.19849367001739,-122.77940131605067,4.8,1
Captain's Oven Pizza,Surrey,49.17799334576209,-122.84283366137696,4.7,1
Green Lettuce Indian Style Chinese Restaurant,Surrey,49.1179419178998,-122.890040874481,3.6,0
Hiroshi Ramen,Surrey,49.11508,-122.68186,4.5,1
Browns Socialhouse Panorama,Surrey,49.10397,-122.798523,3.3,0
Lahori Sweets & Restaurant,Surrey,49.1484413,-122.8649063,4.0,1
Taste of Himalayas,Surrey,49.13204,-122.83918,4.4,1
My Greek Taverna,Surrey,49.12013,-122.89007,3.9,0
Palmyra Mediterranean Grill,Surrey,49.1860231,-122.800806,4.1,1
Ladybird's Trattoria,Surrey,49.0525910210857,-122.69256623466444,4.9,1
The Waffle Co.,Surrey,49.135660700709366,-122.84347474404069,4.3,1
Showshaa - The Modern Taproom,Surrey,49.05722,-122.80085,4.1,1
Chacha's Tandoor & Grill,Surrey,49.14829,-122.86628,4.5,1
Salsa & Guacamole,Surrey,49.133821637841805,-122.84886589325409,3.8,0
Bandra Cafe,Surrey,49.13632358752905,-122.8899743625656,4.4,1
Chili House Restaurant,Surrey,49.1144981,-122.6806335,4.3,1
One More Thai,Surrey,49.1333200177501,-122.88981649088,3.6,0
The Samosa House,Surrey,49.162746,-122.866827,4.4,1
The Jin sushi,Surrey,49.1364,-122.84264,4.6,1
The Greek Corner,Surrey,49.1343307,-122.8452682,3.6,0
Skye Avenue Kitchen & Lounge,Surrey,49.1876994453086,-122.84848282640564,4.1,1
Rosie's Country Cafe,Surrey,49.056674380316,-122.80853109372926,3.9,0
Ay Chihuahua,Surrey,49.0332999,-122.80094,4.1,1
Main Choice Chinese Restaurant,Surrey,49.1338858,-122.8518572,3.8,0
Prabu Sweets,Surrey,49.13036,-122.86825,3.9,0
GNJ Vegetarian Bistro,Surrey,49.1363708,-122.8922328,4.4,1
Clove,Surrey,49.1189018,-122.8257539,4.1,1
Sal y Limon,Surrey,49.0469347453396,-122.77867790858,3.8,0
Sapporo Kitchen,Surrey,49.03159912001535,-122.80144046744887,3.9,0
Dragon Wok,Surrey,49.150437,-122.865346,4.0,1
Swagat Indian Restaurant,Surrey,49.176057,-122.801236,4.3,1
Dublin Crossing Irish Pub,Surrey,49.12426199999999,-122.702092,3.4,0
Dawood's Pizza,Surrey,49.11893,-122.8171,5.0,1
A&W,Surrey,49.1343815,-122.88677929,4.6,1
Archie's BBQ,Surrey,49.18755,-122.79773,4.1,1
Kin Thai Kitchen & Bar,Surrey,49.0466759494366,-122.77521704598,3.5,0
bb.q Chicken & Pub,Surrey,49.18383422068441,-122.80239308539059,4.3,1
Malaysian Hut,Surrey,49.1989290068985,-122.814328819513,4.0,1
Liberty Kitchen,Surrey,49.0452889438938,-122.778361737728,3.9,0
ChongQing Restaurant,Surrey,49.15272034339086,-122.88974194707586,3.1,0
Jerusalem Grill & Shawarma,Surrey,49.15907004962188,-122.78113721962818,3.5,0
Guacamole Mexican Grill,Surrey,49.196753526063695,-122.84564846554133,4.4,1
Hansel Deli,Surrey,49.10792,-122.73477,4.4,1
Diamond Buffet,Surrey,49.11172,-122.72963,2.4,0
Fast Fired,Surrey,49.14821,-122.889696,4.0,1
U R Restaurant,Surrey,49.1994551,-122.8137501,4.4,1
Curry Lounge,Surrey,49.0453451,-122.7783363,3.8,0
Pak Punjab Sweet & Samosas House,Surrey,49.17733,-122.86766,4.0,1
Yoko Sushi & Noodle House,Surrey,49.15737,-122.77828,3.9,0
Thai By Thai,Surrey,49.1698001,-122.8900551,4.1,1
Steve's Poké Bar,Surrey,49.18376,-122.80127,4.5,1
Dragon's Chop Suey House,Surrey,49.15719,-122.77781,3.5,0
Aaron's Restaurant,Surrey,49.1062,-122.73329,3.2,0
Hawthorne Beer Market & Bistro,Surrey,49.10484,-122.7352,3.4,0
Utopia Noodles,Surrey,49.158580176583506,-122.7811632,4.8,1
Sushi on Surrey,Surrey,49.15725,-122.77954,4.3,1
The Back Room,Surrey,49.042265589442,-122.77957271282486,4.4,1
Bacayon's Chibugan,Surrey,49.19166,-122.83465,4.5,1
Kiki's Restaurant,Surrey,49.03728,-122.80147,3.8,0
The Taste of Africa,Surrey,49.196348,-122.845649,4.4,1
Viet Houng Asian Flavor Deli,Surrey,49.1887226115802,-122.860729718055,4.6,1
Navraj Sweets & Restaurant,Surrey,49.1501801430419,-122.866437749758,4.4,1
Eggcetra Breakfast Cafe,Surrey,49.0555806,-122.8054598,4.1,1
Spice of Nepal,Surrey,49.13339,-122.84879,4.2,1
Shannon Donair,Surrey,49.1060982,-122.7353592,4.1,1
Pho Tau Bay,Surrey,49.19805,-122.81226,4.2,1
Indigo Cafe,Surrey,49.0635291,-122.7979894,5.0,1
Cabizerra Bistro,Surrey,49.1987463,-122.8134292,4.8,1
Sushi King George,Surrey,49.19047078350401,-122.84500166127094,3.7,0
Mek's Delight,Surrey,49.1912982626951,-122.808646894991,3.9,0
Crispy Falafel,Surrey,49.04591481291062,-122.79334246655924,3.8,0
Panorama Indian Lounge,Surrey,49.10478,-122.80338,4.9,1
Sushi California - Surrey,Surrey,49.1893963,-122.7993351,3.9,0
Pho Tau Bay,Surrey,49.135731,-122.844616,3.5,0
Waffle House Diner,Surrey,49.181259619648884,-122.84355514110405,4.1,1
Isshin Sushi,Surrey,49.10468,-122.79806,3.8,0
Tap & Barrel,Surrey,49.05963809908623,-122.8018875,3.4,0
Trees Cheesecake and Organic Coffee,Surrey,49.189991644148385,-122.850168,4.2,1
Tasty Donair,Surrey,49.133938,-122.842573,4.3,1
Sri Periyava Dosa Bhavan,Surrey,49.1586589,-122.8902128,4.5,1
Shawarma Palace,Surrey,49.134277,-122.844497,4.0,1
Planet India,Surrey,49.13379,-122.83907,3.8,0
Pho Hong,Surrey,49.190289,-122.841347,3.4,0
Tokyo Mithaiwala,Surrey,49.147777821579545,-122.8639529,4.4,1
Pho Hillton Restaurant,Surrey,49.1253645,-122.7059121,4.1,1
Barcelos Flame Grilled Chicken,Surrey,49.14042,-122.84594,4.4,1
YL's Curry Bowl,Surrey,49.18444,-122.79879,4.0,1
Hanaya Japanese Restaurant,Surrey,49.05326,-122.80091,4.0,1
Coast & Country Diner,Surrey,49.103936,-122.734543,3.7,0
Nordel Sushi,Surrey,49.1609149,-122.8885017,3.3,0
Golden Samosa Bakery,Surrey,49.162635078126854,-122.88879025997797,4.1,1
Mr Pickwick's Fish & Chips,Surrey,49.1762299,-122.86547,3.2,0
Sushi Mori,Surrey,49.0457580108793,-122.7973473,3.4,0
A&W,Surrey,49.10405219,-122.79790578,3.1,0
Tommies Jerk,Surrey,49.10037,-122.72386,4.7,1
Roadhouse Grille,Surrey,49.03426,-122.78006,3.4,0
Pho Newton,Surrey,49.1392040260342,-122.843214712932,3.6,0
Chefs Kebab,Surrey,49.1551446,-122.7729754,4.2,1
Miltomates Taqueria,Surrey,49.17736,-122.69072,4.6,1
Spice Republic,Surrey,49.045924927730695,-122.78219595551491,4.6,1
German Doner Kebab,Surrey,49.1624186,-122.7912586,3.8,0
Michael's Artisan Bakery & Cafe,Surrey,49.045213,-122.790789,4.1,1
Delta Pizza,Surrey,49.15558,-122.86452,3.9,0
Vegan Supply Surrey,Surrey,49.059709,-122.833843,4.3,1
Triple O's,Surrey,49.1188100133453,-122.824546694756,4.0,1
Aka Sushi,Surrey,49.11859,-122.71199,4.0,1
Ustaad G76 Indian Cuisine Newton,Surrey,49.14112,-122.86246,4.4,1
Red Robin Gourmet Burgers and Brews,Surrey,49.18838300274452,-122.80139260276438,3.6,0
The Keg Steakhouse + Bar,Surrey,49.14734458968876,-122.88976,3.8,0
Barcelos Flame Grilled Chicken,Surrey,49.1643965580191,-122.876819808461,4.0,1
Excellent Ice,Surrey,49.1016051,-122.8070208,3.3,0
Inchin's Bamboo Garden,Surrey,49.1576095498803,-122.78016631960192,3.7,0
West Village Cafe,Surrey,49.1047524116854,-122.799629199329,3.6,0
Nando's Peri-Peri,Surrey,49.18567392600471,-122.80140250244675,3.9,0
Elvis Pizza,Surrey,49.1913399,-122.80825,3.8,0
Satya Asha,Surrey,49.13371,-122.86738,4.4,1
Lee Gar Nei,Surrey,49.1856150038833,-122.799098426308,4.0,1
Dhaliwal's Lounge,Surrey,49.146859,-122.86557,4.5,1
Neptune Wonton Noodle,Surrey,49.186577418518404,-122.84743837116434,3.3,0
Basant Sweet House,Surrey,49.1509914,-122.8677853,4.1,1
Nagoya Sushi,Surrey,49.16978,-122.81251,4.0,1
Pakwan,Surrey,49.1406884,-122.8611251,4.1,1
Sundance Seafoods,Surrey,49.1038818,-122.7412026,3.9,0
Banana Leaf,Surrey,49.0597947797082,-122.8040599822998,4.1,1
Non Stop,Surrey,49.10497133807061,-122.80499545767236,4.6,1
Mama Moon Korean Food,Surrey,49.15687338090442,-122.7817113748807,5.0,1
Nando's Peri-Peri,Surrey,49.136274674727275,-122.889191188763,3.7,0
Neptune Palace Seafood Restaurant,Surrey,49.18693877584426,-122.8461404527314,3.1,0
Chubby Banh Mi & Bubble Tea,Surrey,49.18827213321161,-122.80040636441811,4.8,1
Curry and Kabab,Surrey,49.139158,-122.88943,4.8,1
Nemesis Coffee,Surrey,49.18869551177476,-122.851585,3.9,0
Republica Coffee Roasters Cloverdale,Surrey,49.105531,-122.734801,4.4,1
Guildford Sushi House,Surrey,49.19026,-122.8006,3.8,0
Bucky's West Coast Pizzeria,Surrey,49.0450856790467,-122.79105499999993,3.9,0
Belle's Cafe,Surrey,49.060498878556444,-122.83416005374684,4.3,1
Clover Ridge Pizza,Surrey,49.11117,-122.75684,4.7,1
Lazeez Pizza & Kabob House,Surrey,49.1664375,-122.8011312,4.8,1
Diamond Sweets Restaurant,Surrey,49.1585503,-122.7814484,3.4,0
104 Sushi & Co,Surrey,49.19206,-122.75626,3.8,0
Denji Sushi,Surrey,49.1266,-122.70143,4.0,1
The Momo Grill,Surrey,49.15662339322941,-122.77830439018503,4.2,1
WayBack Brew,Surrey,49.1025466,-122.8049717,4.7,1
Gourmet Donuts & Coffee,Surrey,49.166135,-122.800206,4.3,1
Aggarwal Sweets,Surrey,49.151484,-122.865506,3.7,0
Major Joy Flavoured Chicken,Surrey,49.161852,-122.847069,4.2,1
Kami Sushi,Surrey,49.04206,-122.77977,4.1,1
Vlassis Souvlaki & Greek Taverna,Surrey,49.1849282,-122.8445654,3.4,0
A&W,Surrey,49.135975,-122.84515,4.1,1
Royal Oak,Surrey,49.16437,-122.79765,3.4,0
Apna Chaat House,Surrey,49.138979,-122.889138,3.7,0
Guildford Station Pub,Surrey,49.18759,-122.79506,3.4,0
Royal Paan,Surrey,49.1513744,-122.8678651,3.8,0
Earls Kitchen + Bar,Surrey,49.186991576535846,-122.80065204219159,3.1,0
Tastefully Yours By Jeff,Surrey,49.108505505388,-122.687351904905,4.9,1
Time To Grill,Surrey,49.14834,-122.84612,4.1,1
Woo Korean BBQ,Surrey,49.045274,-122.777548,3.4,0
Jamaican Mi Juicy,Surrey,49.18937137950188,-122.80200814695657,4.5,1
Pho Sunrise,Surrey,49.0467546085111,-122.798343610731,3.9,0
Browns Socialhouse Surrey Centre,Surrey,49.1787658,-122.84468194171619,3.3,0
Hi Sushi,Surrey,49.06333,-122.79817,3.5,0
Spice Kings Bistro,Surrey,49.10466,-122.79836,3.5,0
De Dutch,Surrey,49.10439711326506,-122.73461241633527,3.8,0
Fast Donair and Falafel,Surrey,49.1266,-122.70143,4.4,1
Galini Greek Kouzina & Grill,Surrey,49.11592029463198,-122.6831337,3.5,0
Blaze Pizza,Surrey,49.04646,-122.77517,3.8,0
Sushi Street,Surrey,49.18146155882584,-122.84374341103597,4.9,1
New Town Bakery & Restaurant,Surrey,49.18996,-122.84739,3.7,0
Kaffina Coffee,Surrey,49.056098987177705,-122.80476269500356,4.3,1
Asian Noodle Island,Surrey,49.15725,-122.77954,3.6,0
Espresso Cafe,Surrey,49.1358431633489,-122.842942251523,4.2,1
Ming Yan Seafood Restaurant,Surrey,49.06094,-122.8119,3.4,0
Spent Grounds,Surrey,49.05269,-122.69305,4.5,1
Sahota's Live Grill,Surrey,49.1399565,-122.88953034710507,3.0,0
Starbucks,Surrey,49.1043053,-122.7393799,4.5,1
Leaf Tea,Surrey,49.031406,-122.800901,4.4,1
Sunflower Cafe,Surrey,49.0529,-122.88078,3.5,0
Esquires Coffee Houses,Surrey,49.0534321549938,-122.866933198804,4.8,1
One Up Cafe,Surrey,49.052514655481474,-122.69238283862305,4.3,1
Hada Coffee,Surrey,49.04522485482325,-122.79083906123363,5.0,1
Morrison Cafe,Surrey,49.0318189952192,-122.865655588054,3.1,0
No. 24 Cafe & Bistro,Surrey,49.046929,-122.796333,3.2,0
Grizzly Cafe,Surrey,49.18834,-122.79658,5.0,1
Fresh Cup Roastery Café,Surrey,49.02017,-122.77079,3.0,0
O My Tea Cafe,Surrey,49.1265133655402,-122.701191902161,3.8,0
Danica's Bistro,Surrey,49.03728,-122.80147,5.0,1
I’Aromas Coffee,Surrey,49.0315246289681,-122.865031957181,3.7,0
Islands Café,Surrey,49.0463,-122.77771,2.8,0
Connect Cafe,Surrey,49.123028,-122.798804,0.0,0
Cafe Rosen,Surrey,49.1918952,-122.7563062,3.3,0
Captain's Nook,Surrey,49.13348,-122.84976,0.0,0
Sweet Revenge Bakery & Cafe,Surrey,49.1192969898668,-122.6808413,2.9,0
Training Day Cafe - Fleetwood,Surrey,49.15938,-122.7792,3.0,0
Infinity Cafe,Surrey,49.18577,-122.80034,3.0,0
A-OK Cafe,Surrey,49.19015625801814,-122.80341838465577,3.0,0
Butterfly Play Cafe,Surrey,49.032076779395325,-122.86546727070366,0.0,0
Heavenly Dessert,Surrey,49.04692704847459,-122.78438487890135,2.3,0
Shanghai River,Richmond,49.17074,-123.13848,3.9,0
Pho 37,Richmond,49.18745763639007,-123.12396731089822,4.3,1
Memory Corner,Richmond,49.179073,-123.124947,3.8,0
Shoestring Cafe,Richmond,49.17987407755384,-123.0695583361763,4.6,1
Saku,Richmond,49.17796089351495,-123.12290053186615,4.5,1
Katsu San,Richmond,49.169982779066,-123.181773349643,4.5,1
Nobi Nobi,Richmond,49.133102,-123.098042,4.5,1
Yin Ji Chang Fen,Richmond,49.17786599999999,-123.1294224,4.3,1
The Fish Man,Richmond,49.1784663,-123.1302516,4.2,1
HK B.B.Q. Master,Richmond,49.17959228769049,-123.13782401377117,4.1,1
Ganbei Izakaya Japanese Restaurant,Richmond,49.179037334275435,-123.13536451346614,4.5,1
Hei Hei Rice Roll,Richmond,49.1700051,-123.1330234,4.5,1
Richmond Night Market,Richmond,49.19241,-123.13317,3.5,0
The Story Cafe,Richmond,49.19359319408656,-123.1279178,4.1,1
Wasuta Pasta,Richmond,49.17738842937801,-123.14447488635778,4.1,1
Jing Tan Grill House,Richmond,49.1709073,-123.1396819,3.9,0
Dinesty Dumpling House,Richmond,49.17337272804199,-123.14636050013584,3.8,0
Kirin Seafood Restaurant,Richmond,49.16991,-123.13753,3.8,0
Haidilao Hotpot - Richmond,Richmond,49.17043,-123.13633,4.4,1
Micha,Richmond,49.17810985583113,-123.12536802209043,4.3,1
Excellent Tofu & Snacks,Richmond,49.18257600567325,-123.13418552693622,4.2,1
Tsujiri Richmond,Richmond,49.17769,-123.12159,3.8,0
Little Ongpin,Richmond,49.1839382198809,-123.09209239378855,3.7,0
Lamajoun,Richmond,49.1967128,-123.0952077,4.7,1
Loon Fong Hotpot,Richmond,49.1808426,-123.1350676,4.5,1
Sushi Hachi Japanese Restaurant,Richmond,49.18412,-123.1263,4.3,1
Uno Beef Noodle,Richmond,49.193218109957115,-123.12980856746434,4.4,1
Sweet Memory,Richmond,49.1795389,-123.1348249,4.2,1
CHOCHO Hot Pot - Richmond,Richmond,49.18399,-123.133644,4.3,1
The Shellfish Shack,Richmond,49.1779,-123.12756,4.6,1
Cha Kee,Richmond,49.18502334103488,-123.13397151341375,4.3,1
Milltown Bar & Grill,Vancouver,49.20252886744793,-123.14447800395358,3.9,0
Good Nine Korean BBQ,Richmond,49.1788992,-123.1317905,4.4,1
Rice Holic,Richmond,49.18324601236517,-123.12660701572896,4.3,1
Eggette House,Richmond,49.1698182955669,-123.13311645682063,4.2,1
Daan Korean Cuisine,Richmond,49.1553651,-123.124776,4.0,1
Big Way Hot Pot,Richmond,49.178096035517456,-123.13579502209046,4.2,1
